Species	Strain	Source_ID	Temp
Haemophilus ducreyi	IDI	NCTC 11480	33
Haemophilus ducreyi	D4	NCTC 11481	33
Haemophilus ducreyi	D5	NCTC 11482	33
Haemophilus ducreyi	D6	NCTC 11483	33
Wolinella succinogenes	FDC 602	NCTC 11488	37
Campylobacter rectus	FDC 371	NCTC 11489	37
Actinomyces denticolens	Sn8/4303	NCTC 11490	37
Paenibacillus macerans	G12	NCTC 11491	37
Clostridium spiroforme		NCTC 11493	37
Mobiluncus curtisii	0289	NCTC 11494	37
Mobiluncus curtisii	0335	NCTC 11495	37
Mobiluncus curtisii	2115	NCTC 11496	37
Mobiluncus mulieris	0363	NCTC 11498	37
Vibrio cholerae non 0:1		NCTC 11500	37
Vibrio cholerae non 0:1		NCTC 11502	37
Vibrio cholerae		NCTC 11503	37
Vibrio cholerae		NCTC 11505	37
Vibrio cholerae		NCTC 11506	37
Vibrio cholerae non 0:1		NCTC 11507	37
Vibrio cholerae		NCTC 11509	37
Flavobacterium thermophilum	G-21	NCTC 11526	55
Corynebacterium diphtheriae	42072/82	NCTC 11527	37
Campylobacter sputorum subsp. sputorum	S-17	NCTC 11528	37
Actinobacillus hominis	12, P578	NCTC 11529	37
Legionella longbeachae	Tucker 1	NCTC 11530	37
Legionella jordanis	BL 540	NCTC 11533	37
Actinomyces bovis	P1S	NCTC 11535	37
Anaerobiospirillum succiniciproducens	S411	NCTC 11536	37
Peptostreptococcus asaccharolyticus	A258/82	NCTC 11538	37
Campylobacter upsaliensis	C303	NCTC 11540	37
Campylobacter upsaliensis	C231	NCTC 11541	37
Serratia grimesii	503	NCTC 11543	30
Serratia proteamaculans subsp. quinovora	4364	NCTC 11544	30
Capnocytophaga ochracea	36J1	NCTC 11545	37
Capnocytophaga ochracea	2467/b	NCTC 11546	37
Capnocytophaga sp.	209	NCTC 11547	37
Capnocytophaga sp.	4295	NCTC 11548	37
Mannheimia haemolytica	T635	NCTC 11551	37
Streptococcus equisimilis	R80/4225	NCTC 11552	37
Streptococcus equisimilis	R83/29	NCTC 11553	37
Streptococcus dysgalactiae subsp. equisimilis	R80/4327 T-Type 300	NCTC 11554	37
Streptococcus dysgalactiae subsp. equisimilis	R80/5007 T-Type 301	NCTC 11555	37
Streptococcus dysgalactiae subsp. equisimilis	R80/5356 T-Type 302	NCTC 11556	37
Streptococcus dysgalactiae subsp. equisimilis	R82/1847 T-Type 303	NCTC 11557	37
Streptococcus macacae	25-1	NCTC 11558	37
Prevotella melaninogenica	11559	NCTC 11559	37
Escherichia coli	1077	NCTC 11560	37
Staphylococcus aureus	BRL 1555	NCTC 11561	37
Campylobacter hyointestinalis	WRI 364/82, Lawson 124 / 3 A4 UK	NCTC 11562	37
Campylobacter hyointestinalis	WRI 365/82, Lawson 691/82, CHI-81-6107-USA	NCTC 11563	37
Streptococcus dysgalactiae subsp. equisimilis	R80/83	NCTC 11564	37
Streptococcus equisimilis	R82/1925	NCTC 11565	37
Streptococcus sp.	R81/5162 T-Type 305	NCTC 11567	37
Streptococcus sp.	R81/1986 T-Type 306	NCTC 11568	37
Streptococcus sp.	A83/739 T-Type 307	NCTC 11569	37
Enterobacter cloacae	11570	NCTC 11570	37
Enterobacter cloacae	11571	NCTC 11571	37
Enterobacter cloacae	11572	NCTC 11572	37
Enterobacter cloacae	11573	NCTC 11573	37
Enterobacter cloacae	11574	NCTC 11574	37
Enterobacter cloacae	CL 129/74	NCTC 11575	37
Enterobacter cloacae	11576	NCTC 11576	37
Enterobacter cloacae	CL 12/72	NCTC 11577	37
Enterobacter cloacae	CL 346/72	NCTC 11578	37
Enterobacter cloacae	CL 472/74	NCTC 11579	37
Enterobacter cloacae	11580	NCTC 11580	37
Enterobacter cloacae	11581	NCTC 11581	37
Enterobacter cloacae	11582	NCTC 11582	37
Enterobacter cloacae	CL 470/72	NCTC 11583	37
Enterobacter cloacae		NCTC 11584	37
Enterobacter cloacae	CL 392/72	NCTC 11585	37
Enterobacter cloacae	CL 56/72	NCTC 11586	37
Enterobacter cloacae	11587	NCTC 11587	37
Enterobacter cloacae	11588	NCTC 11588	37
Enterobacter cloacae	11589	NCTC 11589	37
Enterobacter cloacae	11590	NCTC 11590	37
Enterobacter cloacae	11591	NCTC 11591	37
Enterobacter cloacae	11592	NCTC 11592	37
Enterobacter cloacae	11593	NCTC 11593	37
Enterobacter cloacae	11594	NCTC 11594	37
Enterobacter cloacae	11595	NCTC 11595	37
Enterobacter cloacae		NCTC 11596	37
Enterobacter cloacae	11597	NCTC 11597	37
Yersinia enterocolitica	Y46	NCTC 11598	37
Yersinia enterocolitica	Y63	NCTC 11599	37
Yersinia enterocolitica	Y136	NCTC 11600	37
Escherichia coli	E5798	NCTC 11601	37
Escherichia coli	E2985	NCTC 11602	37
Streptococcus equi subp. zooepidemicus	TUER 9894	NCTC 11606	37
Aggregatibacter sp.	HK 22	NCTC 11607	37
Campylobacter hyointestinalis	80-4577-4	NCTC 11608	37
Campylobacter hyointestinalis	81-13037	NCTC 11609	37
Campylobacter hyointestinalis	81-14151	NCTC 11610	37
Helicobacter cinaedi	CLO-48	NCTC 11611	37
Helicobacter fennelliae	CLO-231	NCTC 11612	37
Helicobacter fennelliae	CLO-441	NCTC 11613	37
Helicobacter cinaedi	Bury-Woof	NCTC 11614	37
Pasteurella dagmatis	953/60	NCTC 11617	37
Pasteurella dagmatis	C9882	NCTC 11618	37
Pasteurella multocida subsp. septica	MR 118100/81	NCTC 11619	37
Pasteurella multocida subsp. septica	1425	NCTC 11620	37
Pasteurella canis	Smith 182, HIM 652-5, SSI P293	NCTC 11621	37
Pasteurella canis	MR 40930/67, HIM 76606	NCTC 11622	37
Pasteurella stomatis	Smith 166	NCTC 11623	37
Pasteurella stomatis	PE4	NCTC 11624	37
Bacteroides fragilis	M66741/80	NCTC 11625	37
Campylobacter jejuni subsp. jejuni	M53729/80	NCTC 11626	37
Streptococcus dysgalactiae subsp. equisimilis	R83/3690	NCTC 11629	37
Streptococcus sp.	R83/3623 T-Type 308	NCTC 11630	37
Bacteroides lentus	VPB 3324	NCTC 11631	37
Porphyromonas macacae	VPB 157	NCTC 11632	37
Escherichia coli	MH752, BM1018	NCTC 11633	37
Weeksella virosa	CL 345/78	NCTC 11634	37
Weeksella virosa	CL 355/78	NCTC 11635	37
Actinomyces howellii	SH7/4276	NCTC 11636	37
Grimontia hollisae	0075-80	NCTC 11640	37
Vibrio hollisae	921-79	NCTC 11641	37
Vibrio cholerae		NCTC 11643	30
Vibrio hollisae	VL 12437, CDC 9042	NCTC 11644	37
Grimontia hollisae	VL 12439, CDC 525	NCTC 11645	37
Photobacterium damselae	VL 12318	NCTC 11646	37
Photobacterium damselae	VL 12480, CDC 2588-80	NCTC 11647	37
Photobacterium damselae	VL 12482, CDC 1421-81	NCTC 11648	37
Pasteurella canis	A374/83	NCTC 11650	37
Taylorella equigenitalis	M/A/77	NCTC 11651	37
Capnocytophaga sputigena	Strain 4	NCTC 11653	37
Capnocytophaga ochracea	A349/84	NCTC 11655	37
Mobiluncus curtisii subsp. curtisii	BV345-16	NCTC 11656	37
Mobiluncus curtisii subsp. holmesii	BV376-6	NCTC 11657	37
Bergeyella zoohelcum	CL 544/80	NCTC 11660	37
Bergeyella zoohelcum	CL 145/77	NCTC 11661	37
Bergeyella zoohelcum	CL 776/79	NCTC 11662	37
Pseudomonas aeruginosa	L…nyi 170022	NCTC 11663	37
Abiotrophia adiacens	R82/1569	NCTC 11664	37
Propionibacterium propionicum	A141/84	NCTC 11666	37
Providencia friedericiana	1/33	NCTC 11667	37
Pasteurella multocida	M68/7/79	NCTC 11668	37
Pseudomonas aeruginosa	623	NCTC 11669	37
Pseudomonas aeruginosa	11670	NCTC 11670	37
Pseudomonas aeruginosa	Ps161	NCTC 11671	37
Pseudomonas aeruginosa	Su-11	NCTC 11672	37
Klebsiella pneumoniae	11675P211686 I2	NCTC 11675	37
Klebsiella pneumoniae		NCTC 11676	37
Enterobacter aerogenes		NCTC 11677	37
Klebsiella pneumoniae	11678P711691 I7	NCTC 11678	37
Klebsiella pneumoniae		NCTC 11679	37
Klebsiella pneumoniae		NCTC 11680	37
Klebsiella pneumoniae		NCTC 11681	37
Klebsiella pneumoniae		NCTC 11682	37
Klebsiella oxytoca		NCTC 11683	37
Klebsiella pneumoniae		NCTC 11684	37
Klebsiella pneumoniae		NCTC 11685	37
Klebsiella oxytoca		NCTC 11686	37
Klebsiella pneumoniae		NCTC 11687	37
Klebsiella pneumoniae		NCTC 11688	37
Klebsiella pneumoniae		NCTC 11689	37
Enterobacter aerogenes		NCTC 11690	37
Klebsiella oxytoca		NCTC 11691	37
Klebsiella pneumoniae		NCTC 11692	37
Klebsiella pneumoniae		NCTC 11693	37
Klebsiella oxytoca		NCTC 11694	37
Klebsiella oxytoca		NCTC 11696	37
Klebsiella pneumoniae		NCTC 11697	37
Klebsiella pneumoniae		NCTC 11698	37
Klebsiella pneumoniae		NCTC 11699	37
Mycoplasma pirum	HRC 70-159, M1040/P4	NCTC 11702	37
Providencia stuartii	CDC 2896-68	NCTC 11800	37
Providencia rettgeri	Brenner 1163	NCTC 11801	37
Providencia rustigianii	CDC 132-68	NCTC 11802	37
Salmonella enterica subsp. enterica serotype paratyphi a	11803	NCTC 11803	37
Streptococcus equi subp. zooepidemicus	R80/3705	NCTC 11824	37
Streptococcus pyogenes	R80/3430 T-type 4	NCTC 11825	37
Pseudomonas aeruginosa	L…nyi 170022	NCTC 11839	37
Campylobacter upsaliensis	926/H/84	NCTC 11840	37
Campylobacter lari	Preston 3980/SW/82	NCTC 11844	37
Campylobacter lari	Preston 12830/1/82	NCTC 11845	42
Listeria ivanovii subsp. ivanovii	SV5 SLCC 2739	NCTC 11846	37
Campylobacter jejuni subsp. doylei	Nr 71	NCTC 11847	37
Ureaplasm sp.	CL 162/81	NCTC 11850	37
Ureaplasm sp.	CL 327/81	NCTC 11851	37
Ureaplasm sp.	E5726, T147/80	NCTC 11852	37
Bacteroides tectus	VPB 160	NCTC 11853	37
Streptococcus equi subsp. zooepidemicus	11854	NCTC 11854	37
Sarcina ventriculi	R1537, L592/84, A516/84	NCTC 11855	37
Listeria seeligeri	SLCC 3954	NCTC 11856	37
Listeria welshimeri	SLCC 5334	NCTC 11857	37
Neisseria polysaccharea	LNP : N462	NCTC 11858	37
Corynebacterium genitalium		NCTC 11859	37
Corynebacterium pseudogenitalium	Furness 162-C2	NCTC 11860	37
Corynebacterium xerosis	11861	NCTC 11861	37
Corynebacterium pilosum	Yanagawa 46	NCTC 11862	37
Corynebacterium cystitidis	Yanagawa 42	NCTC 11863	37
Shigella dysenteriae	E22383/81	NCTC 11867	37
Shigella dysenteriae	E23507/81	NCTC 11868	37
Shigella boydii	E28938/83	NCTC 11869	37
Prevotella oulora	WPH 179	NCTC 11871	37
Haemophilus-like bacterium	IPDH 195	NCTC 11876	37
Haemophilus-like bacterium	IPDH 312	NCTC 11877	37
Campylobacter	No. 3	NCTC 11879	37
Acinetobacter lwoffii	A51/84, CF/314/84	NCTC 11883	37
Arcobacter cryaerophilus	A169/B	NCTC 11885	30
Streptococcus pneumoniae	Lederle	NCTC 11886	37
Streptococcus pneumoniae	Lederle	NCTC 11887	37
Streptococcus pneumoniae	753/39	NCTC 11888	37
Streptococcus pneumoniae	Lyn	NCTC 11889	37
Streptococcus pneumoniae	2040/37	NCTC 11890	37
Streptococcus pneumoniae	1348/39	NCTC 11891	37
Streptococcus pneumoniae	3623/39	NCTC 11892	37
Streptococcus pneumoniae	Henrique	NCTC 11893	37
Streptococcus pneumoniae	Wilder	NCTC 11894	37
Streptococcus pneumoniae	Miller	NCTC 11895	37
Streptococcus pneumoniae	Lederle	NCTC 11896	37
Streptococcus pneumoniae	9220/38	NCTC 11897	37
Streptococcus pneumoniae	6118/39	NCTC 11898	37
Streptococcus pneumoniae	10061/38	NCTC 11899	37
Streptococcus pneumoniae	Gorman	NCTC 11900	37
Streptococcus pneumoniae	Clarke	NCTC 11901	37
Streptococcus pneumoniae	Lederle	NCTC 11902	37
Streptococcus pneumoniae	3449/39	NCTC 11903	37
Streptococcus pneumoniae	Rose	NCTC 11904	37
Streptococcus pneumoniae	4593/4	NCTC 11905	37
Streptococcus pneumoniae	Lederle	NCTC 11906	37
Streptococcus pneumoniae	977/39	NCTC 11907	37
Streptococcus pneumoniae	Lederle	NCTC 11908	37
Streptococcus pneumoniae	1772/40	NCTC 11909	37
Streptococcus pneumoniae	Mac	NCTC 11910	37
Streptococcus pneumoniae	3077/37	NCTC 11911	37
Corynebacterium jeikeium	A376/84	NCTC 11913	37
Corynebacterium jeikeium	A136/74	NCTC 11914	37
Corynebacterium jeikeium	A381/84, K411	NCTC 11915	37
Helicobacter pylori	11916	NCTC 11916	37
Corynebacterium jeikeium	A380/84, RM 820	NCTC 11917	37
Eubacterium fossor	VPB 2127	NCTC 11919	37
Clostridium butyricum	SPB-1	NCTC 11920	37
Actinomyces slackii	SH13/4563	NCTC 11923	37
Campylobacter jejuni subsp. doylei	IMVS 1087, 47408	NCTC 11924	27
Campylobacter jejuni subsp. doylei	IMVS 542, 46428	NCTC 11925	37
Campylobacter upsaliensis	IMVS 1089, 47739	NCTC 11926	37
Campylobacter upsaliensis	IMVS 1090, 47801	NCTC 11927	37
Campylobacter lari	A1/1/82	NCTC 11928	37
Bacteroides flavofluorescens	L498/85	NCTC 11929	37
Streptococcus agalactiae	12351, R80/405	NCTC 11930	37
Haemophilus influenzae	MQCL 491	NCTC 11931	37
Enterobacter cloacae	11932	NCTC 11932	37
Enterobacter cloacae	11933	NCTC 11933	37
Edwardsiella tarda	MQCL 56, CL 223/70	NCTC 11934	37
Serratia marcescens	MQCL 49, E85/66	NCTC 11935	37
Enterobacter cloacae	MCQL 58, E676	NCTC 11936	37
Proteus mirabilis	CDC PR14	NCTC 11938	37
Staphylococcus aureus	ST 84/5279/1	NCTC 11939	37
Staphylococcus aureus	ST 84/5528	NCTC 11940	37
Vibrio mediterranei	MJ50	NCTC 11946	37
Brevibacterium epidermidis	A40/71	NCTC 11947	37
Salmonella enterica subsp. enterica serotype ealing	BR 3429 (S90033/86)	NCTC 11948	37
Campylobacter jejuni subsp. doylei	Strain Sutton	NCTC 11950	37
Escherichia coli	Beecham 1532	NCTC 11954	37
Yokenella regensburgei	NIH 725-83, CL 124/86	NCTC 11966	37
Yokenella regensburgei	CL 125/86	NCTC 11967	37
Yokenella regensburgei	CL 126/86	NCTC 11968	37
Alcaligenes piechaudii	CL 347/82, LMG 1873M, HUGH 366-5	NCTC 11970	37
Oerskovia turbata	11973	NCTC 11973	30
Mycobacterium tuberculosis	H37 Rv, TMC 102	NCTC 13144	37
Corynebacterium amycolatum	S160	NCTC 13725	37
Geobacillus stearothermophilus		NCTC 13761	60
Bacillus pumilus		NCTC 13777	37
Geobacillus stearothermophilus	T15	NCTC 13791	60
