Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	index	TaxID	Strain
Halopenitus malekzadehii	1267564	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Aquatic	Salt lake									30	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.050500-0		1033	1267564	
Halopenitus persicus	1048396	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Aquatic 	Salt lake									25	50	40					https://pubmed.ncbi.nlm.nih.gov/22003044/		1034	1048396	
Halorubrum orientale	376415	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Aquatic	Lake 									25	50	40					https://pubmed.ncbi.nlm.nih.gov/17082390/		1035	376415	
Halorubrum sodomense	35743	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Aquatic	Salt lake									20	50	40				Also known as Halobacterium sodomense	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-33-2-381		1036	35743	
Halorubrum tebenquichense	119434	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Aquatic	Lake 									35	50	40					https://pubmed.ncbi.nlm.nih.gov/11837297/		1037	119434	
Halorubrum vacuolatum	63740	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Aquatic	Lake 									20	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-43-3-401		1038	63740	
Methanoculleus palmolei	72612	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Wastewater	Wastewater treatment lagoon	Hydrogenotroph	methanogenesis 	Cells grow on H2/CO2, formate, 2- propanol/CO2, 2-butanol/CO2 and cyclopentanol/CO2. No growth and no methane production is observed on acetate, methanol, ethanol, 1 -propanol, 2-pentanol/CO2, 2,3-butanediol, dimethylamine and lactate	Na+	Anaerobe	6,5	8	7,2	22	50	40	300				https://pubmed.ncbi.nlm.nih.gov/9828413/		1039	72612	
Nesterenkonia alkaliphila	1463631	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Aquatic	Marine sediment									4	50	40					https://pubmed.ncbi.nlm.nih.gov/25389152/	https://pubmed.ncbi.nlm.nih.gov/16156735/	1040	1463631	
Halovivax cerinus	1487865	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Salt lake									30	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.069757-0		1041	1487865	
Salinarchaeum chitinilyticum	1395169	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Industrial	Salt sample									20	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001941		1042	1395169	
Brevibacillus gelatini	1655277	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aquatic	Hot spring									20	50	40					https://pubmed.ncbi.nlm.nih.gov/26585900/		1043	1655277	
Salinifilum proteinilyticum	1851175	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Aquatic	Wetland system									30	50	40					https://pubmed.ncbi.nlm.nih.gov/28920832/		1044	1851175	
Paracoccus kondratievae	135740	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Plant	rhizosphere of maize									30	50	40					https://pubmed.ncbi.nlm.nih.gov/11931183/		1045	135740	
Limimonas halophila	1082479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Aquatic	Salt lake									30	50	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.041236-0		1046	1082479	
Longibacter salinarum	1850348	Bacteria	Bacteroidetes		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Aquatic	Solar saltern									20	50	40					https://pubmed.ncbi.nlm.nih.gov/27226210/		1047	1850348	
Streptococcus thermophilus	1308	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcacae	Industrial	Milk production	Chemoorganotroph	fermentation	metabolism fermentative. Acid produced from fructose, glucose, lactose, mannose and sucrose. Acid not produced from N-acetylglucosamine, adonitol, amygdalin, arabinose, cellobiose, dulcitol, erythritol, gluconate, glycerol, glycogen, inulin, maltose, mannitol, methyl D-glucoside, methyl D-mannoside, methyl D-xyloside, rhamnose, salicin, sorbitol, trehalose and xylose. Variable results may be obtained for arbutin, galactose, melezitose, melibiose, raffinose and ribose. Aesculin, arginine, casein, gelatin and hippurate are not hydrolyzed. Starch hydrolysis is variable. DNAase and urease are not produced. Voges-Proskauer positive. Acid phosphatase, alkaline phosphatase, a-galactosidase, cysteine arylamidase, B-glucuronidase, a-glucosidase, B-glucosidase, a-fucosidase, pyrrolidonylarylamidase, N-acetyl-/3-glucosaminidase and valine arylamidase negative. P-Galactosidase and leucine arylamidase positive		Facultative Anaerobe					50	40					https://pubmed.ncbi.nlm.nih.gov/3805441/		1048	1308	
Desmospora profundinema	1571184	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Aquatic	Deep-sea sediments									25	50	40					https://pubmed.ncbi.nlm.nih.gov/25957053/		1049	1571184	
Salinithrix halophila	1485204	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Aquatic	Hypersaline wetland									30	50	40					https://pubmed.ncbi.nlm.nih.gov/25249565/		1050	1485204	
Thermomyces stellatus	2075419	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Terrestrial	Compost heap	Saprotroph	aerobic respiration			Aerobe					50	40					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261388/		1051	2075419	
Sporanaerobacter acetigenes	165813	Bacteria	Firmicutes	Tissierellia	Tissierellales		Bioreactor	Upflow anaerobic sludge blanket reactor									25	50	40					https://pubmed.ncbi.nlm.nih.gov/12148631/		1052	165813	
Methanococcus aeolicus	42879	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Aquatic 	Deep-sea sediments	Autotroph	methanogenesis 	autotrophically by reduction of CO2 to CH4, with H2 (or formate) as electron donor. Acetate, methanol, methylamines, ethanol, 1-propanol and 2-propanol are not catabolized	Na+	Anaerobe	4,3	7,5		10	50		101		0,03		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/56/7/1525.pdf?expires=1603470292&id=id&accname=guest&checksum=244A7EF9549C5A6C242BB772B2C3E050		1053	42879	Nankai-2
Acidibacillus sulfuroxidans	1765684	Bacteria	Firmicutes	Bacilli	Bacillales		Terrestrial	Salt mine	Chemolithoheterotroph				Anaerobe			40	30	50						https://pubmed.ncbi.nlm.nih.gov/27154030/		1054	1765684	
Haloferax volcanii	2246	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic 	Salt lake	Chemoorganotroph	aerobic respiration	Yeast extract and tryptone are good sources of organic nutrilites. No growth anaerobically with nitrate	Na+	Aerobe	6	8	7,5	31	49	45	101		0,16		https://pubmed.ncbi.nlm.nih.gov/15659670/#&gid=article-figures&pid=fig-1-uid-0		1055	2246	
Exiguobacterium profundum	307643	Bacteria	Firmicutes	Bacilli	Bacillales		Aquatic	Hydrothermal vent									12	49	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.64639-0		1056	307643	
Salinibacillus aidingensis	237684	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Salt lake									28	49	43,5					https://pubmed.ncbi.nlm.nih.gov/15774690/		1057	237684	
Maledivibacter halophilus	36842	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Aquatic	Marine sediment									18	49	41				Formerly known as Clostridium halophilum	https://link.springer.com/article/10.1007/BF00423321		1058	36842	
Micromonospora chersina	47854	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Terrestrial	Soil sediment									18	49	40,5					https://www.jstage.jst.go.jp/article/saj/6/1/6_6_21/_article		1059	47854	
Bifidobacterium callitrichidarum	2052941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Animal	Tamarin feces									22	48	45					https://pubmed.ncbi.nlm.nih.gov/29116036/		1060	2052941	
Haloimpatiens lingqiaonensis	1380675	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Industrial	Paper mill									25	48	43					https://pubmed.ncbi.nlm.nih.gov/26559355/		1061	1380675	
Haloarchaeobius baliensis	1670458	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Solar saltern	Chemoheterotroph	aerobic respiration	Cells are aerobic and chemoheterotrophic. Anaerobic growth with nitrate, DMSO, TMAO and l-arginine is not observed. The following substrates are utilized as single energy and carbon sources for growth: d-glucose, maltose, trehalose, sucrose, cellobiose, glycerol, starch, l-alanine, l-phenylalanine, l-proline and l-tyrosine. No growth occurred on d-fructose, d-mannose, d-galactose, melibiose, lactose, raffinose, d-arabinose, l-rhamnose, d-xylose, d-ribose, ribitol, d-mannitol, d-sorbitol, d-sorbose, citrate, pyruvate, succinate, malate, l-glutamate, glycine, ornithine, lactate, fumarate, acetate, l-arginine, l-asparagine, l-aspartic acid, l-cysteine, l-lysine, l-methionine, l-serine or l-valine. Acid is produced from d-glucose, maltose, trehalose, sucrose, cellobiose, glycerol and starch.		Aerobe	5,5	9	6,75	20	48	43	101		0,15		https://pubmed.ncbi.nlm.nih.gov/26449644/		1062	1670458	
Deinococcus misasensis	392413	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Terrestrial	Radioactive site									20	48	42,5					https://pubmed.ncbi.nlm.nih.gov/18096345/		1063	392413	
Bhargavaea indica	627618	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Aquatic	Marine sediment									15	48	42					https://pubmed.ncbi.nlm.nih.gov/23456710/		1064	627618	
Tepidicaulis marinus	1333998	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Aquatic	Marine sediment									16	48	42					https://pubmed.ncbi.nlm.nih.gov/25740933/		1065	1333998	
Caecibacterium sporoformans	915180	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Animal	Chicken caecum									25	48	41					https://pubmed.ncbi.nlm.nih.gov/28950926/		1066	915180	
Sporosalibacterium faouarense	516123	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Terrestrial	Oil-contaminated site									20	48	40					https://pubmed.ncbi.nlm.nih.gov/20173012/		1067	516123	
Methanohalophilus portucalensis	39664	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Aquatic	Salt lake									25	48	40					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-43-3-430	https://pubmed.ncbi.nlm.nih.gov/11540079/	1068	39664	
Desulfovibrio alkalitolerans	293256	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Aquatic	District heating water									16	47	43					https://pubmed.ncbi.nlm.nih.gov/16627648/		1069	293256	
Halanaerocella petrolearia	644790	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Aquatic	Oil reservoir									25	47	42,5					https://pubmed.ncbi.nlm.nih.gov/21761211/		1070	644790	
Halococcus agarilyticus	1232219	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Industrial	Salt sample									22	47	42					https://pubmed.ncbi.nlm.nih.gov/25721723/		1071	1232219	
Methylocaldum tepidum	73781	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Terrestrial	Soil sediment									30	47	42					https://pubmed.ncbi.nlm.nih.gov/9385141/		1072	73781	
Nitrososphaera viennensis	1034015	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Terrestrial	Soil sediment									28	47	42					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4129164/		1073	1034015	
Anaerotignum lactatifermentans	160404	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Bioreactor	Methanogenic reactor									30	47	41					https://pubmed.ncbi.nlm.nih.gov/28905695/		1074	160404	
Saccharedens versatilis	1680761	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Animal	Ant gut									23	47	40					https://pubmed.ncbi.nlm.nih.gov/27902262/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1057161/	1075	1680761	
Thalassobacillus hwangdonensis	546108	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Tidal flat sediment									15	47	40					https://pubmed.ncbi.nlm.nih.gov/19854876/		1076	546108	
Aridibacter kavangonensis	1384639	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	Terrestrial	Soil sediment									12	47	40					https://pubmed.ncbi.nlm.nih.gov/24573163/		1077	1384639	
Halalkalicoccus tibetensis	175632	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Salt lake	Chemoorganotroph	nitrate-reduction	Catalase- and oxidase-positive. Gelatin, starch, casein and Tweens 20, 40, 60 and 80 are not hydrolysed. Reduces nitrate to nitrite. Indole is not produced. H2S is not produced from thiosulfate. Glucose, lactose, fructose, maltose, sorbose, mannitol, succinate and acetate are used as carbon sources. Does not use galactose, sucrose, mannose, arabinose, ribose, xylose, rhamnose or raffinose. Acid is not produced from glucose.		Aerobe	8,5	10	9	23	47	40	101		0,2		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63916-0		1078	175632	
Desulfotomaculum arcticum	341036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Aquatic	Fjord sediment									26	46,5	44					https://pubmed.ncbi.nlm.nih.gov/16585677/		1079	341036	
Cellulosilyticum ruminicola	425254	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Animal	Yak rumen									15	46,5	40					https://pubmed.ncbi.nlm.nih.gov/19661493/		1080	425254	
Sulfurifustis variabilis	1675686	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Aquatic	Lake									28	46	43,5					https://pubmed.ncbi.nlm.nih.gov/26220671/		1081	1675686	
Thalassospira povalilytica	732237	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Industrial	Plastic rope litter									8	46	43					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.058321-0		1082	732237	
Ferroplasma acidarmanus	333146	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Industrial 	Acid Mine Drainage	Chemoorganotroph,Chemomixotroph	iron-reduction	Grows chemoorganotrophically on yeast extract, Casamino Acids, and sugars and chemomixotrophically on Fe(II) and the above organic carbon sources. Facultative anaerobe, coupling oxidation of yeast extract to Fe(III) reduction.		Facultative Anaerobe	0,2	1,5	1,2	23	46	42					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC383147/		1083	333146	Fer1
Naegleria fowleri	5763	Eukaryota	Sarcomastigophora	Acarpomyxea	Schizopyrenida	Vahlkampfiidae	Aquatic	Fresh water lake	Heterotroph	aerobic respiration			Aerobe				10	46	42	101			It can be pathogenic in humans causing a fatal brain infection called naegleriasis or primary amoebic meningoencephalitis (PAM).	https://www.cdc.gov/parasites/naegleria/general.html		1084	5763	
Clostridium cavendishii	349931	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Terrestrial	Chlorinated solvent-contaminated groundwater									15	46	41,5					https://pubmed.ncbi.nlm.nih.gov/19651721/		1085	349931	
Natronolimnobius baerhuensis	253108	Archaea	Euryarchaeota	Halobacteria	 Natrialbales	Natrialbaceae 	Aquatic	Soda lake	Chemoorganotroph	thiosulfate-reduction,aerobic respiration	Utilizes arabinose, fructose, galactose, glucose, glycerol, lactose, maltose, mannose, rhamnose, raffinose, xylose, acetate, fumarate, and pyruvate		Aerobe	7	10	9,25	30	46	41			0,2		https://pubmed.ncbi.nlm.nih.gov/15841343/		1086	253108	
Bifidobacterium myosotis	1630166	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Animal	Marmoset feces									25	46	40					https://pubmed.ncbi.nlm.nih.gov/26515885/		1087	1630166	
Rhodoplanes azumiensis	1897628	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Aquatic	Hot spring									25	46	40					https://pubmed.ncbi.nlm.nih.gov/29034848/		1088	1897628	
Rhodoplanes tepidamans	200616	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Aquatic	Hot spring									25	46	40				Formerly known as Rhodopseudomonas cryptolactis	https://www.ncbi.nlm.nih.gov/pubmed/18187892		1089	200616	
Pseudobacteroides cellulosolvens	35825	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Bioreactor	Methanogenic  sludge									20	45,5	42				Formerly known as Bacteroides cellulosolvens 	https://biotechnologyforbiofuels.biomedcentral.com/articles/10.1186/s13068-017-0898-6		1090	35825	
Melanocarpus albomyces	204285	Eukaryota	Ascomycota	Sordariomycetes 	Sordariales	 Chaetomiaceae	Terrestrial	Compost heap	Saprotroph	aerobic respiration			Aerobe					45	57	101				https://www.researchgate.net/publication/40910414_Isolation_and_Culture_of_a_Thermophilic_Fungus_Melanocarpus_albomyces_and_Factors_Influencing_the_Production_and_Activity_of_Xylanase	https://www.tandfonline.com/doi/abs/10.3852/13-399?journalCode=umyc20	1091	204285	
Malbranchea cinnamomea	5041	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Terrestrial	Compost heap		aerobic respiration			Aerobe					45	57	101				https://pubmed.ncbi.nlm.nih.gov/26476165/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC99000/	1092	5041	
Haloarcula japonica	29282	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Aquatic	Solar saltern	Chemoorganotroph	sulfate-reduction	Mono- and di-carbohydrates including galactose, arabinose, xylose, rhamnose, sucrose, glycerol, maltose, trehalose and cellobiose, and sugar alcohols such as mannitol and solbitol were utilized as sole carbon sources by strain TR-l with acid production. No hydrolysis of casein, gelatin or starch were observed. Reduction of nitrates with gas, production of indole and HzS were positive. 		Aerobe	6	8	7,25	24	45	45	101		0,2		https://www.sciencedirect.com/science/article/abs/pii/S0723202011801657		1093	29282	
Haloquadratum walsbyi	293091	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Industrial	Solar saltern									25	45	45					https://pubmed.ncbi.nlm.nih.gov/17267984/		1094	293091	
Halonotius pteroides	268735	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt sample									25	45	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.010017-0		1095	268735	
Methanobacterium aarhusense	256826	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Aquatic	Marine sediment									15	45	45					https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=256826		1096	256826	
Caproiciproducens galactitolivorans	642589	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Bioreactor	Digester sludge									35	45	45					https://pubmed.ncbi.nlm.nih.gov/26474980/		1097	642589	
