Name	Strain	Temp	Source_ID	ncbiTaxID	Genome
Aspergillus niger	Cabañes A-75	24	CECT 20156	5061	
Aspergillus niger	Cabañes A-136	24	CECT 20157	5061	
Passalora fulva	R4945	24	CECT 20163	-1	
Lichtheimia corymbifera	Hennebert, G.L (5-1970)	37	CECT 20164	42458	
Fusarium sporotrichioides	NRRL 3287	24	CECT 20165	5514	
Fusarium sporotrichioides	Joffe ITFRC T-345	24	CECT 20166	5514	
Aspergillus tubingensis	IFO 4414	25	CECT 20167	5068	
Aspergillus oryzae	NRRL 468	25	CECT 20168	5062	
Rhizopus microsporus	NRRL 2549	25	CECT 20169	58291	
Thanatephorus cucumeris	Me 8-2	25	CECT 20171	107832	
Thanatephorus cucumeris	Me 8-4	25	CECT 20172	107832	
Thanatephorus cucumeris	Me 8-7	25	CECT 20173	107832	
Thanatephorus cucumeris	Pin JRS1	25	CECT 20174	107832	
Thanatephorus cucumeris	Pin JRS3	25	CECT 20175	107832	
Thanatephorus cucumeris	RSA	25	CECT 20176	107832	
Thanatephorus cucumeris	AG1-331	25	CECT 20177	107832	
Ganoderma lucidum	MUCL 31549	20	CECT 20183	5315	
Fusarium equiseti	MUCL 14282	25	CECT 20184	61235	
Phytophthora cinnamomi	CIDA	25	CECT 20186	4785	
Rosellinia necatrix	nan	25	CECT 20187	77044	
Cunninghamella echinulata	NRRL 3655	25	CECT 20189	76405	
Aspergillus fumigatus	IFO 5840	25	CECT 20190	746128	
Beauveria bassiana	CBS 209.27	25	CECT 20191	176275	
Septonema tormes	nan	24	CECT 20193	-1	
Aspergillus terreus	IATA 1	26	CECT 20194	33178	
Trametes sp.	I-62	28	CECT 20197	-1	
Neocamarosporium betae	17	25	CECT 20198	1979465	
Neocamarosporium betae	32	25	CECT 20199	1979465	
Fusarium oxysporum	nan	25	CECT 20201	5507	
Acremonium curcubitacearum	García-Jiménez A-99	25	CECT 20202	-1	
Gibberella intricans	García-Jiménez 68	25	CECT 20203	-1	
Arthrinium sp.	AN	25	CECT 20204	-1	
Arthrinium marii	AC22	26	CECT 20205	-1	
Ceratocystis ethacetica	nan	26	CECT 20207	-1	
Ophiocordyceps aphodii	CBS 150.47	20	CECT 20210	386282	
Monascus purpureus	nan	28	CECT 20212	5098	
Paecilomyces divaricatus	nan	25	CECT 20213	644132	
Trichoderma virens	nan	26	CECT 20214	29875	
Ceratocystis paradoxa	García-Jiménez 3	25	CECT 20215	-1	
Ceratocystis paradoxa	García-Jiménez 58	25	CECT 20216	-1	
Nalanthamala vermoesenii	García-Jiménez 4	25	CECT 20217	64489	
Acremonium charticola	García-Jiménez 116	26	CECT 20218	148958	
Acremonium charticola	García-Jiménez 12	26	CECT 20219	148958	
Ophiostoma ulmi	García-Jiménez 28	25	CECT 20220	5174	
Rosellinia necatrix	García-Jiménez 48	26	CECT 20221	77044	
Neodeightonia phoenicum	García-Jiménez 59	25	CECT 20222	548660	
Trichothecium roseum	García-Jiménez 63	25	CECT 20223	47278	
Paecilomyces sp.	CG-260	26	CECT 20225	-1	
Penicillium aurantiogriseum	IMI 195050	25	CECT 20226	36655	
Penicillium brevicompactum	IMI 40225	25	CECT 20227	5074	
Aspergillus fumigatus	IMI 016153	25	CECT 20228	746128	
Fusarium solani	Cabañes F228	26	CECT 20232	169388	
Suillus luteus	Sl	26	CECT 20236	5384	
Colletotrichum nymphaeae	CT2	26	CECT 20240	306554	
Verticillium dahliae	García-Jiménez 10	24	CECT 20242	27337	
Verticillium dahliae	García-Jiménez 50	24	CECT 20243	27337	
Verticillium dahliae	García-Jiménez 53	24	CECT 20244	27337	
Verticillium dahliae	García-Jiménez 115	24	CECT 20245	27337	
Verticillium dahliae	García-Jiménez 191	24	CECT 20246	27337	
Colletotrichum circinans	García-Jiménez 75	24	CECT 20247	145973	
Colletotrichum nigrum	García-Jiménez 223	24	CECT 20248	1300063	
Colletotrichum gloeosporioides	García-Jiménez 224	24	CECT 20249	474922	
Colletotrichum gloeosporioides	García-Jiménez 226	24	CECT 20250	474922	
Ophiostoma ulmi	García-Jiménez & Alfaro 43	24	CECT 20251	5174	
Gibberella intricans	García-Jiménez 68	24	CECT 20252	-1	
Setophoma terrestris	García-Jiménez 92	26	CECT 20253	798162	
Setophoma terrestris	García-Jiménez 96	26	CECT 20254	798162	
Discohainesia oenotherae	García-Jiménez 97	24	CECT 20255	241712	
Pestalotiopsis funereoides	García-Jiménez 137	24	CECT 20256	182205	
Embellisia alli	García-Jiménez 169	24	CECT 20257	-1	
Sphaeria chrysosperma	García-Jiménez 215	24	CECT 20258	-1	
Penicillium camemberti	IMI 039820	25	CECT 20259	5075	
Schizophyllum commune	García-Jiménez 307	24	CECT 20260	5334	
Passalora fulva	García-Jiménez 322	25	CECT 20261	-1	
Didymella glomerata	García-Jiménez 475	25	CECT 20262	749621	
Lasiodiplodia pseudotheobromae	García-Jiménez 515	25	CECT 20263	466954	
Penicillium allii	IMI 039803	25	CECT 20267	1459053	
Trichoderma asperellum	nan	25	CECT 20268	101201	
Phytophthora cactorum	nan	25	CECT 20269	29920	
Fusarium graminearum	nan	25	CECT 20270	5518	
Penicillium camemberti	MUCL 29156	25	CECT 20271	5075	
Penicillium chrysogenum	MUCL 31327	25	CECT 20272	5076	
Penicillium chrysogenum	nan	25	CECT 20273	5076	
Penicillium freii	nan	25	CECT 20274	48697	
Magnaporthe oryzae	nan	26	CECT 20276	-1	
Agaricus bisporus	Darlington 649	25	CECT 20291	5341	
Eurotium amstelodami	MUCL 15640	26	CECT 20298	-1	
Aspergillus ruber	MUCL 29386	20	CECT 20299	396024	
Eurotium chevalieri	IMI 313755	25	CECT 20300	-1	
Pleurotus ostreatus	PC9	26	CECT 20311	1137139	
Pleurotus ostreatus	PC15	26	CECT 20312	1137138	
Phialemonium curvatum	CBS 488.82	25	CECT 20313	-1	
Phialemoniopsis curvata	CBS 490.82	25	CECT 20314	-1	
Phialemoniopsis curvata	CBS 491.82	25	CECT 20315	-1	
Phialemonium dimorphosporum	CBS 492.82	25	CECT 20316	83823	
Phialemonium obovatum	CBS 279.76	37	CECT 20317	291973	
Phialemonium obovatum	CBS 730.97	37	CECT 20318	291973	
Penicillium italicum	MUCL 15608	25	CECT 20332	40296	
Arthrobotrys oligospora	nan	25	CECT 20335	-1	
Orbilia brochopaga	nan	25	CECT 20336	-1	
Arthrobotrys eudermata	nan	25	CECT 20337	430497	
Hohenbuehelia grisea	N90	22	CECT 20338	104357	
Paecilomyces brunneolus	IFO 7563	25	CECT 20341	2082708	
Byssochlamys fulva	IFO 31767	30	CECT 20342	-1	
Talaromyces byssochlamydoides	IMI 178524	37	CECT 20343	-1	
Rosellinia necatrix	nan	25	CECT 20347	77044	
Talaromyces byssochlamydoides	CBS 150.75	37	CECT 20349	-1	
Byssochlamys fulva	CBS 132.33	30	CECT 20350	-1	
Byssochlamys fulva	CBS 135.62	30	CECT 20351	-1	
Byssochlamys nivea	CBS 140.65	30	CECT 20353	-1	
Byssochlamys nivea	CBS 899.70	30	CECT 20354	-1	
Byssochlamys nivea	CBS 546.75	30	CECT 20355	-1	
Byssochlamys nivea	CBS 695.95	30	CECT 20356	-1	
Byssochlamys nivea	CBS 102192	30	CECT 20357	-1	
Byssochlamys nivea	CBS 100.11	30	CECT 20358	-1	
Paecilomyces variotii	CBS 699.95	25	CECT 20360	264951	
Penicillium allii-sativi	BPL1	25	CECT 20362	1304711	
Penicillium chrysogenum	BLP2	25	CECT 20363	5076	
Penicillium mexicanum	BLP3	25	CECT 20364	1506181	
Aspergillus terreus	BLA1	25	CECT 20365	33178	
Aspergillus fumigatus	BCA1	25	CECT 20366	746128	
Trichoderma asperellum	BLT1	25	CECT 20367	101201	
Trichoderma asperellum	BLT2	25	CECT 20368	101201	
Scopulariopsis brevicaulis	BCX2	25	CECT 20369	561152	
Beauveria bassiana	EA Bb90/1Am	25	CECT 20370	176275	
Beauveria bassiana	EA Bb 90/4 Cb	25	CECT 20372	176275	
Beauveria bassiana	EA Bb 91/7 Dm	25	CECT 20374	176275	
Beauveria bassiana	EA Bb 92/10 Dm	25	CECT 20375	176275	
Beauveria bassiana	EA Bb 92/11 Dm	25	CECT 20376	176275	
Beauveria bassiana	EA Bb 92/12	25	CECT 20377	176275	
Beauveria bassiana	EA Bb 93/14-Tp	25	CECT 20378	176275	
Beauveria bassiana	EA Bb 96/1-Bomb	25	CECT 20379	176275	
Penicillium jensenii	IMI 039768	24	CECT 20381	261906	
Botryotinia fuckeliana	305-10	25	CECT 20382	-1	
Aspergillus carbonarius	CBS 111.26	25	CECT 20384	40993	
Aspergillus niger	CBS 102.12	25	CECT 20385	5061	
Aspergillus violaceofuscus	CBS 114.51	25	CECT 20386	657443	
Aspergillus brunneoviolaceus	CBS 101.43	25	CECT 20387	1191711	
Aspergillus niger	CBS 114.49	25	CECT 20388	5061	
Aspergillus niger	CBS 121.28	25	CECT 20389	5061	
Aspergillus helicothrix	CBS 677.79	25	CECT 20390	354089	
Aspergillus heteromorphus	CBS 117.55	25	CECT 20391	1448321	
Aspergillus tubingensis	CBS 134.48	25	CECT 20392	767770	
Aspergillus tubingensis	IMI 172296	25	CECT 20393	5068	
Aspergillus ellipticus	IMI 278384	25	CECT 20394	41066	
Aspergillus ellipticus	IMI 172283	25	CECT 20395	41066	
Aspergillus luchuensis	IMI 104688	25	CECT 20396	1069201	
Aspergillus foetidus	IMI 175963	25	CECT 20397	63131	
Purpureocillium lilacinum	nan	25	CECT 20398	33203	
Aspergillus tamarii	H/6-28-1	25	CECT 20399	41984	
Aspergillus flavus	H/6-15-1	25	CECT 20400	5059	
Aspergillus flavus	H/6-15-2	25	CECT 20401	5059	
Aspergillus flavus	H/6-15-5	25	CECT 20402	5059	
Aspergillus flavus	H/6-15-8	25	CECT 20403	5059	
Aspergillus terreus	H/6-39-1	25	CECT 20404	33178	
Aspergillus terreus	H/6-39-3	25	CECT 20405	33178	
Aspergillus terreus	H/6-39-6	25	CECT 20406	33178	
Aspergillus terreus	H/6-39-7	25	CECT 20407	33178	
Aspergillus terreus	H/6-39-8	25	CECT 20408	33178	
Lecanicillium fungicola	nan	25	CECT 20410	93591	
Colletotrichum nymphaeae	nan	25	CECT 20411	306554	
Beauveria bassiana	nan	25	CECT 20412	176275	
Akanthomyces lecanii	nan	25	CECT 20413	2714763	
Tolypocladium cylindrosporum	nan	25	CECT 20414	38005	
Talaromyces pinophilus	HG-8	25	CECT 20415	128442	
Penicillium glabrum	F2	25	CECT 20418	69773	
Simplicillium aogashimaense	nan	25	CECT 20419	935214	
Fusarium oxysporum	F6	25	CECT 20420	5507	
Cladosporium oxysporum	F8	25	CECT 20421	29919	
Mucor plumbeus	F11	25	CECT 20422	97098	
Talaromyces sp.	F14	25	CECT 20425	-1	
Penicillium citreonigrum	F15	25	CECT 20426	69768	
Chamaeleomyces viridis	F16	28	CECT 20427	-1	
Lecanicillium psalliotae	F18	25	CECT 20428	73499	
Penicillium rubens	F19	25	CECT 20429	1108849	
Umbelopsis isabellina	F21	25	CECT 20430	91625	
Phytophthora capsici	21-4P	25	CECT 20432	4784	
Trichoderma breve	FMR 6424	25	CECT 20435	2034170	
Talaromyces atroroseus	IMI 040037	25	CECT 20436	1441469	
Penicillium decumbens	nan	25	CECT 20437	69771	
Penicillium citreonigrum	IMI 068225	25	CECT 20438	69768	
Penicillium decumbens	nan	25	CECT 20439	69771	
Penicillium lilacinoechinulatum	CBS 454.93	25	CECT 20440	451136	
Talaromyces purpureogenus	CBS 286.36	25	CECT 20441	1266744	
Umbelopsis isabellina	nan	25	CECT 20442	91625	
Paecilomyces amoene-roseus	IMI 186969	25	CECT 20451	-1	
Paecilomyces amoene-roseus	IMI 186961	25	CECT 20452	-1	
Paecilomyces carneus	IMI 100711	25	CECT 20453	-1	
Paecilomyces clavisporus	IMI 248496	25	CECT 20454	-1	
Paecilomyces clavisporus	IMI 146851	25	CECT 20455	-1	
Paecilomyces cicadae	IFO 33061	25	CECT 20456	-1	
Paecilomyces aerugineus	CBS 176.97	37	CECT 20457	-1	
Paecilomyces aerugineus	CBS 350.66	37	CECT 20458	-1	
Paecilomyces amoene-roseus	CBS 107.73	25	CECT 20459	-1	
Sarocladium bacillisporum	nan	25	CECT 20460	1036728	
Sarocladium bacillisporum	nan	25	CECT 20461	1036728	
Sarocladium bacillisporum	CBS 425.67	25	CECT 20462	1036728	
Clonostachys buxi	CBS 202.69	25	CECT 20464	-1	
Clonostachys buxi	CBS 288.62	25	CECT 20465	-1	
Paecilomyces carneus	CBS 158.69	25	CECT 20466	-1	
Paecilomyces carneus	CBS 239.32	25	CECT 20467	-1	
Paecilomyces carneus	CBS 338.54	25	CECT 20468	-1	
Paecilomyces cateniannulatus	nan	25	CECT 20469	-1	
Cordyceps cateniobliqua	CBS 153.83	25	CECT 20470	983340	
Fusarium oxysporum	nan	28	CECT 20474	5507	
Trichoderma afroharzianum	14	26	CECT 20478	1567482	
Trichoderma harzianum	15	25	CECT 20479	5544	
Ophiostoma galeiforme	nan	25	CECT 20482	-1	
Penicillium roqueforti	nan	24	CECT 20485	5082	
Fusarium culmorum	FG1	25	CECT 20486	5516	
Fusarium graminearum	FG2	25	CECT 20487	5518	
Fusarium cerealis	FG4	25	CECT 20488	56641	
Fusarium cerealis	FG5	25	CECT 20489	56641	
Fusarium mesoamericanum	FG6	25	CECT 20490	282270	
Fusarium mesoamericanum	FG 8	25	CECT 20491	282270	
Gibberella zeae	FG 10	25	CECT 20492	-1	
Fusarium culmorum	FCu1	25	CECT 20493	5516	
Fusarium culmorum	FCu2	25	CECT 20494	5516	
Fusarium culmorum	FCu3	25	CECT 20495	5516	
Fusarium culmorum	FCu4	25	CECT 20496	5516	
Fusarium culmorum	FCu 5	25	CECT 20497	5516	
Beauveria bassiana	nan	25	CECT 20499	176275	
Thermoascus crustaceus	IMI 126333	40	CECT 20501	5088	
Talaromyces leycettanus	IMI 178525	40	CECT 20502	-1	
Byssochlamys zollerniae	CBS 374.70	30	CECT 20504	-1	
Thermoascus crustaceus	CBS 348.92	40	CECT 20505	5088	
Talaromyces leycettanus	CBS 275.70	40	CECT 20506	-1	
Talaromyces leycettanus	CBS 473.92	40	CECT 20507	-1	
Penicillium roqueforti	nan	25	CECT 20508	5082	
Penicillium roqueforti	nan	26	CECT 20509	5082	
Aspergillus steynii	AsO2	25	CECT 20510	306088	
Trichoderma gamsii	nan	25	CECT 20511	398673	
Trichoderma atroviride	nan	25	CECT 20512	63577	
Trichoderma asperellum	A	25	CECT 20513	101201	
Trichoderma asperellum	B	25	CECT 20514	101201	
Trichoderma asperellum	nan	25	CECT 20515	101201	
Botryotinia fuckeliana	nan	25	CECT 20516	-1	
Botryotinia fuckeliana	nan	25	CECT 20518	-1	
Phytophthora ramorum	C 39	20	CECT 20519	164328	
Trichoderma simmonsii	Amds	25	CECT 20520	1491479	
Trichoderma harzianum	33-T30	25	CECT 20521	5544	
Trichoderma harzianum	42-T143	25	CECT 20522	5544	
Trichoderma harzianum	33CBD-T6	25	CECT 20523	5544	
Trichoderma harzianum	33CBD-T7	25	CECT 20524	5544	
Trichoderma harzianum	42CBD-T14	25	CECT 20525	5544	
Trichoderma harzianum	42CBD-T19	25	CECT 20526	5544	
Bipolaris cynodontis	CBS 109894	25	CECT 20538	74411	
Trichoderma asperellum	T32	25	CECT 20539	101201	
Aspergillus tubingensis	Bo56	26	CECT 20543	5068	
Aspergillus tubingensis	Bo66	26	CECT 20544	5068	
Aspergillus tubingensis	Mn24	26	CECT 20545	5068	
Fusarium proliferatum	nan	25	CECT 20546	948311	
Fusarium cerealis	Fce1	25	CECT 20547	56641	
Beauveria bassiana	E1299	25	CECT 20548	176275	
Trichoderma orientale	HF-3	25	CECT 20549	1490998	
Trichoderma orientale	HF-5	25	CECT 20550	1490998	
Trichoderma orientale	HF-9	25	CECT 20551	1490998	
Mucor plumbeus	HF-14	25	CECT 20552	97098	
Penicillium glabrum	HF-23	25	CECT 20553	69773	
Penicillium rubens	HF-28	25	CECT 20554	1108849	
Penicillium glabrum	HF-47	26	CECT 20555	69773	
Penicillium roqueforti	HF-58	25	CECT 20557	5082	
Penicillium glabrum	HF-110	25	CECT 20558	69773	
Talaromyces amestolkiae	HF-113	25	CECT 20559	1196081	
Alternaria alternata	nan	25	CECT 20560	5599	
Mucor racemosus	HF-92	25	CECT 20561	4841	
Trichoderma citrinoviride	HF-124	25	CECT 20562	58853	
Ulocladium botrytis	nan	25	CECT 20564	-1	
Penicillium hetheringtonii	CR-316	26	CECT 20566	911720	
Phytophthora citricola	IFAPA-CH455	25	CECT 20567	53984	
Fusarium circinatum	580 (10)/04	25	CECT 20568	48490	
Fusarium proliferatum	2/1035	25	CECT 20569	948311	
Phycomyces blakesleeanus	C11	25	CECT 20570	4837	
Phycomyces blakesleeanus	A98	25	CECT 20571	4837	
Phycomyces blakesleeanus	C109	25	CECT 20572	4837	
Phycomyces blakesleeanus	C110	25	CECT 20573	674272	
Phycomyces blakesleeanus	C111	25	CECT 20574	4837	
Phycomyces blakesleeanus	C115	25	CECT 20575	4837	
Phycomyces blakesleeanus	A329	25	CECT 20576	4837	
Phycomyces blakesleeanus	A893	25	CECT 20577	713476	
Phycomyces blakesleeanus	A909	25	CECT 20578	4837	
Aspergillus costaricaensis	CBS 115574	25	CECT 20579	1448317	
Aspergillus homomorphus	CBS 101889	25	CECT 20580	1450537	
Aspergillus lacticoffeatus	CBS 101883	25	CECT 20581	-1	
Aspergillus piperis	CBS 112811	25	CECT 20582	1448313	
Aspergillus sclerotioniger	CBS 115572	25	CECT 20583	1450535	
Aspergillus vadensis	CBS 113365	25	CECT 20584	1448311	
Penicillium sp.	CR-313	25	CECT 20585	-1	
Phycomyces blakesleeanus	C2	25	CECT 20586	4837	
Phycomyces blakesleeanus	C21	25	CECT 20587	4837	
Phycomyces blakesleeanus	C242	25	CECT 20588	4837	
Phycomyces blakesleeanus	C307	2	CECT 20589	674273	
Phycomyces blakesleeanus	C47	25	CECT 20590	4837	
Phycomyces blakesleeanus	C5	25	CECT 20591	4837	
Phycomyces blakesleeanus	C6	25	CECT 20592	674271	
Phycomyces blakesleeanus	C9	25	CECT 20593	4837	
Phycomyces blakesleeanus	H23	25	CECT 20594	4837	
Phycomyces blakesleeanus	H25	25	CECT 20595	4837	
Pleurotus ostreatus	N001	25	CECT 20600	5322	
Pleurotus ostreatus	MA005	25	CECT 20601	5322	
Pleurotus ostreatus	MA015	25	CECT 20602	5322	
Pleurotus ostreatus	MA019	25	CECT 20603	5322	
Pleurotus ostreatus	MA020	25	CECT 20604	5322	
Pleurotus ostreatus	MA030	25	CECT 20605	5322	
Pleurotus ostreatus	MA037	25	CECT 20606	5322	
Pleurotus ostreatus	MA048	25	CECT 20607	5322	
Pleurotus ostreatus	MA053	25	CECT 20608	5322	
Pleurotus eryngii	N029	25	CECT 20609	5323	
Pleurotus sp.	Ma001	25	CECT 20610	-1	
Pleurotus sp.	MA0002	25	CECT 20611	-1	
Pleurotus sp.	MA0004	25	CECT 20612	-1	
Pleurotus sp.	MA0007	25	CECT 20613	-1	
Pleurotus sp.	MA00012	25	CECT 20614	-1	
Pleurotus sp.	MA00013	25	CECT 20615	-1	
Pleurotus sp.	MA016	25	CECT 20616	-1	
Pleurotus sp.	MA00025	25	CECT 20617	-1	
Pleurotus ostreatus	MA033	25	CECT 20619	5322	
Pleurotus ostreatus	MA033	25	CECT 20619	5322	
Pleurotus sp.	MA035	25	CECT 20620	-1	
Pleurotus sp.	MA036	25	CECT 20621	-1	
Pleurotus sp.	MA042	25	CECT 20622	-1	
Pleurotus sp.	MA044	25	CECT 20623	-1	
Pleurotus ostreatus	MA045	25	CECT 20624	5322	
Ophiostoma sp.	Q-1190	25	CECT 20625	-1	
Ophiostoma sp.	Q-220	25	CECT 20626	-1	
Ophiostoma sp.	T-883	25	CECT 20627	-1	
Ophiostoma sp.	T-789	25	CECT 20628	-1	
Ophiostoma sp.	C-609	25	CECT 20629	-1	
Ophiostoma sp.	V2-INHATT	25	CECT 20630	-1	
Ophiostoma euskadiense	F2-1181	25	CECT 20631	-1	
Ophiostoma euskadiense	Z7-414	25	CECT 20632	-1	
Ophiostoma euskadiense	Z7-445	25	CECT 20633	-1	
Ophiostoma sp.	Q2-480	25	CECT 20634	-1	
Ophiostoma sp.	Q2-484	25	CECT 20635	-1	
Ophiostoma sp.	Q2-488	25	CECT 20636	-1	
Ophiostoma nebulare	L-584	25	CECT 20637	-1	
Ophiostoma nebulare	L-587	25	CECT 20638	-1	
Ophiostoma huntii	Z2-1222	25	CECT 20639	-1	
Ophiostoma huntii	CMW 22799; Z2-1228	25	CECT 20640	-1	
Ophiostoma minus	Z8-873	25	CECT 20641	150568	
Ophiostoma minus	Z8-933	25	CECT 20642	150568	
Ophiostoma minus	Z10-1210	25	CECT 20643	150568	
Ophiostoma pluriannulatum	SP-789	25	CECT 20644	91034	
Ophiostoma stenoceras	F-1199	25	CECT 20645	-1	
Ophiostoma stenoceras	J-1197	25	CECT 20646	-1	
Ophiostoma stenoceras	P2-1099	25	CECT 20647	-1	
Ophiostoma floccosum	H-713	25	CECT 20648	104300	
Ophiostoma floccosum	SP-1088	25	CECT 20649	104300	
Ophiostoma olivaceum	Q-1223	25	CECT 20650	-1	
Ophiostoma olivaceum	SP-553	25	CECT 20651	-1	
Ophiostoma olivaceum	V-935	25	CECT 20652	-1	
Ophiostoma olivaceum	Z4-131	25	CECT 20653	-1	
Ophiostoma olivaceum	Z4-295	25	CECT 20654	-1	
Ophiostoma olivaceum	Z4-320	25	CECT 20655	-1	
Ophiostoma quercus	B-1167	25	CECT 20656	108461	
Ophiostoma quercus	G-528	25	CECT 20657	108461	
Ophiostoma quercus	Q2-BINC	25	CECT 20658	108461	
Ophiostoma quercus	SP-1060	25	CECT 20659	108461	
Ophiostoma quercus	U2-INHA	25	CECT 20660	108461	
Ophiostoma quercus	Z1-1102	25	CECT 20661	108461	
Ophiostoma quercus	Z1-1179	25	CECT 20662	108461	
Ophiostoma quercus	Z1-1180	25	CECT 20663	108461	
Ophiostoma quercus	Z16-1082	25	CECT 20664	108461	
Simplicillium aogashimaense	SP-826	25	CECT 20665	935214	
Simplicillium aogashimaense	Z3-249	25	CECT 20666	935214	
Simplicillium aogashimaense	Z3-405	25	CECT 20667	935214	
Simplicillium aogashimaense	Z3-1253	25	CECT 20668	935214	
Graphilbum crescericum	N2-319	25	CECT 20669	2747932	
Graphilbum crescericum	SP-1085	25	CECT 20670	2747932	
Graphilbum crescericum	SP-1112	26	CECT 20671	2747932	
Graphilbum crescericum	SP-785	26	CECT 20672	2747932	
Graphilbum crescericum	Z9-683	25	CECT 20673	2747932	
Ophiostoma sp.	H-721	25	CECT 20674	-1	
Ophiostoma sp.	H-768	25	CECT 20675	-1	
Ophiostoma ips	K-799	25	CECT 20676	5163	
Ophiostoma ips	SP-839	25	CECT 20677	5163	
Ophiostoma ips	SP-1118	25	CECT 20678	5163	
Ophiostoma ips	SP-1059	25	CECT 20679	5163	
Ophiostoma ips	SP-1075	25	CECT 20680	5163	
Ophiostoma ips	SP-909	25	CECT 20681	5163	
Ophiostoma ips	SP-914	25	CECT 20682	5163	
Ophiostoma ips	SP-PF	25	CECT 20683	5163	
Ophiostoma ips	SP-621	25	CECT 20684	5163	
Ophiostoma piceae	E2-710	25	CECT 20685	61273	
Ophiostoma piceae	K2-743	25	CECT 20686	61273	
Ophiostoma piceae	K2-745	25	CECT 20687	61273	
Ophiostoma piceae	SP-404	25	CECT 20688	61273	
Ophiostoma piceae	SP-749	25	CECT 20689	61273	
Graphium fragrans	M2-HASPE	25	CECT 20690	-1	
Graphium fragrans	N2-319	25	CECT 20691	-1	
Graphium fragrans	R2-501	25	CECT 20692	-1	
Graphium fragrans	SP-476	25	CECT 20693	-1	
Graphium fragrans	X2-579	25	CECT 20694	-1	
Leptographium wingfieldii	SP-1086	25	CECT 20695	155675	
Leptographium wingfieldii	SP-634	25	CECT 20696	155675	
Leptographium wingfieldii	Z14-URTP	25	CECT 20697	155675	
Leptographium truncatum	B2-ENTE	26	CECT 20698	330483	
Leptographium truncatum	SP-579	26	CECT 20699	330483	
Sporothrix sp.	Y2-1158	25	CECT 20700	-1	
Sporothrix sp.	Z15-XDRY	25	CECT 20701	-1	
Purpureocillium lilacinum	HRL-1	25	CECT 20704	33203	
Purpureocillium lilacinum	HRS-1	25	CECT 20705	33203	
Penicillium simplicissimum	HV-1	25	CECT 20706	69488	
Macrophomina phaseolina	IFAPA-CH724	25	CECT 20715	35725	
Neofusicoccum parvum	IFAPA-CH441	25	CECT 20716	310453	
Trichoderma afroharzianum	NBT 8	25	CECT 20717	1567482	
Trichoderma longibrachiatum	NBT 12	25	CECT 20718	5548	
Trichoderma longibrachiatum	NBT 17	25	CECT 20719	5548	
Trichoderma viride	NBT 50	25	CECT 20721	5547	
Trichoderma asperellum	NBT 51	25	CECT 20722	101201	
Trichoderma longibrachiatum	NBT 52	25	CECT 20723	5548	
Trichoderma asperellum	NBT 82	25	CECT 20725	101201	
Trichoderma afroharzianum	NBT 84	25	CECT 20726	1567482	
Trichoderma harzianum	NBT 85	25	CECT 20727	5544	
Trichoderma guizhouense	NBT 88	25	CECT 20729	1491466	
Trichoderma atrobrunneum	NBT 89	25	CECT 20730	1491457	
Trichoderma guizhouense	NBT 90	25	CECT 20731	1491466	
Trichoderma lentiforme	NBT 92	25	CECT 20733	1567552	
Trichoderma asperellum	NBT 98	25	CECT 20735	101201	
Phytophthora pseudosyringae	CA-114	18	CECT 20741	221518	
Aspergillus insuetus	HM-9	26	CECT 20745	469274	
Ustilago maydis	DSM 3121	20	CECT 20750	5270	
Tilletia caries	CBS 160.85	15	CECT 20751	13290	
Penicillium chrysogenum	AS51D	26	CECT 20753	5076	
Botryotinia fuckeliana	B05.10	25	CECT 20754	-1	
Fusarium circinatum	FPRPV	26	CECT 20759	48490	
Lichtheimia ramosa	LICRAM1056082	26	CECT 20762	688394	
Mucor griseocyanus	CBS 223.56	26	CECT 20765	928730	
Penicillium verrucosum	nan	26	CECT 20766	60171	
Penicillium commune	nan	26	CECT 20767	36653	
Fusarium circinatum	EFA bh 110	26	CECT 20771	48490	
Fusarium circinatum	EFA bh 111	26	CECT 20772	48490	
Tolypocladium cylindrosporum	11	26	CECT 20778	38005	
Epichloë festucae	B3	26	CECT 20779	-1	
Epichloë festucae	S	26	CECT 20780	-1	
Phytophthora alni	EFA 52	20	CECT 20785	299391	
Phytophthora ilicis	EFA 45	20	CECT 20786	89335	
Neofusicoccum eucalyptorum	EFA 88	26	CECT 20787	233969	
Neofusicoccum mediterraneum	EFA 144	26	CECT 20788	467987	
Diplodia corticola	EFA 163	26	CECT 20789	236234	
Neofusicoccum luteum	EFA 193	26	CECT 20790	120395	
Neofusicoccum parvum	EFA 197	26	CECT 20791	310453	
Neofusicoccum australe	EFA 200	26	CECT 20792	240362	
Cylindrocladium buxicola	EFA 222	26	CECT 20793	-1	
Penicillium citrinum	CBS 139.45	26	CECT 20794	5077	
Penicillium digitatum	Pd1	26	CECT 20795	1170230	
Penicillium digitatum	PHI-26	26	CECT 20796	36651	
Boeremia foveata	CBS 155.45	26	CECT 20797	749552	
Boeremia foveata	CBS 341.67	26	CECT 20798	749552	
