ProteomeId	Organism	ncbiTaxID	Protein count	Domain
UP000468388	Chitinophaga oryziterrae	1031224	6278	Bacteria
UP000468650	Phaeocystidibacter luteus	911197	2801	Bacteria
UP000468668	Ellagibacter isourolithinifaciens	2137581	2050	Bacteria
UP000468687	Nocardioides zeae	1457234	4048	Bacteria
UP000468766	Heliorestis acidaminivorans	553427	2709	Bacteria
UP000468828	Modestobacter muralis	1608614	4084	Bacteria
UP000469159	Croceibacterium soli	1739690	2807	Bacteria
UP000469185	Phytoactinopolyspora alkaliphila	1783498	4852	Bacteria
UP000469346	Dissulfurirhabdus thermomarina	1765737	2522	Bacteria
UP000469430	Croceibacterium xixiisoli	1476466	3571	Bacteria
UP000469724	Desulfovibrio sulfodismutans	63561	3973	Bacteria
UP000470384	Pyruvatibacter mobilis	1712261	3041	Bacteria
UP000471147	Sphingorhabdus profundilacus	2509718	2709	Bacteria
UP000471242	Vibrio cholerae	666	3911	Bacteria
UP000472676	Solimonas terrae	1396819	3931	Bacteria
UP000473531	Allopontixanthobacter confluentis	1849021	2678	Bacteria
UP000474296	Spongiivirga citrea	1481457	3588	Bacteria
UP000475214	Phytoactinopolyspora halotolerans	1981512	6265	Bacteria
UP000477083	Frigidibacter albus	1465486	3881	Bacteria
UP000477311	Limisphaera ngatamarikiensis	1324935	2810	Bacteria
UP000478183	Paracoccus aestuariivivens	1820333	4256	Bacteria
UP000479132	Aliifodinibius halophilus	1736908	3590	Bacteria
UP000479756	Galbitalea soli	1268042	2831	Bacteria
UP000480185	Salinibacillus xinjiangensis	1229268	3701	Bacteria
UP000480684	Magnetospirillum aberrantis SpK	908842	3840	Bacteria
UP000481030	Cytobacillus depressus	1602942	4971	Bacteria
UP000481043	Bacillus mesophilus	1808955	4152	Bacteria
UP000481327	Polymorphobacter fuscus	1439888	3101	Bacteria
UP000481339	Pseudoclavibacter caeni	908846	1700	Bacteria
UP000481517	Pseudidiomarina piscicola	2614830	2328	Bacteria
UP000481621	Neobacillus thermocopriae	1215031	3051	Bacteria
UP000481872	Clostridium senegalense	1465809	3405	Bacteria
UP000482084	Bifidobacterium ramosum	1798158	2262	Bacteria
UP000482800	Phytohabitans houttuyneae	1076126	10523	Bacteria
UP000482960	Phytohabitans rumicis	1076125	10307	Bacteria
UP000483018	Defluviitalea raffinosedens	1450156	2804	Bacteria
UP000483379	Thiorhodococcus minor	57489	5194	Bacteria
UP000484015	Pseudoduganella ginsengisoli	1462440	5918	Bacteria
UP000484164	Phaeocystidibacter marisrubri	1577780	2884	Bacteria
UP000484255	Ideonella livida	2707176	4542	Bacteria
UP000486602	Cryomorpha ignava	101383	4047	Bacteria
UP000487350	Caenimonas koreensis DSM 17982	1121255	4154	Bacteria
UP000487757	Pedobacter petrophilus	1908241	4535	Bacteria
UP000487929	Halomonas alimentaria	147248	2997	Bacteria
UP000488936	Myroides pelagicus	270914	2808	Bacteria
UP000490800	Paenibacillus lutrae	2078573	4666	Bacteria
UP000490980	Luteibacter anthropi	564369	4297	Bacteria
UP000494115	Pararobbsia alpina	621374	6080	Bacteria
UP000494255	Paraburkholderia sediminicola	458836	7689	Bacteria
UP000494329	Paraburkholderia solisilvae	624376	6316	Bacteria
UP000494363	Paraburkholderia humisilvae	627669	8698	Bacteria
UP000500982	Pseudohalocynthiibacter aestuariivivens	1591409	4194	Bacteria
UP000501534	Usitatibacter rugosus	2732067	4251	Bacteria
UP000501830	Jeotgalibaca porci	1868793	2201	Bacteria
UP000501989	Pseudomonas graminis	158627	4819	Bacteria
UP000502041	Polaromonas vacuolata	37448	3376	Bacteria
UP000502179	Thermosulfuriphilus ammonigenes	1936021	2168	Bacteria
UP000502508	Phytohabitans flavus	1076124	9064	Bacteria
UP000502608	Shewanella aestuarii	1028752	3605	Bacteria
UP000503011	Phytohabitans suffuscus	624315	9401	Bacteria
UP000503088	Kroppenstedtia pulmonis	1380685	3096	Bacteria
UP000503096	Usitatibacter palustris	2732487	3756	Bacteria
UP000503308	Roseobacter ponti	1891787	3739	Bacteria
UP000503447	Frigoriglobus tundricola	2774151	8599	Bacteria
UP000503820	Desulfovibrio psychrotolerans	415242	3341	Bacteria
UP000509302	Costertonia aggregata	343403	3525	Bacteria
UP000510768	Exiguobacterium profundum	307643	3484	Bacteria
UP000515561	Anaerocolumna cellulosilytica	433286	4494	Bacteria
UP000515800	Weissella diestrammenae	1162633	1511	Bacteria
UP000515804	Thermomonas carbonis	1463158	3035	Bacteria
UP000515928	Erysipelothrix inopinata	225084	2015	Bacteria
UP000515934	Leucobacter denitrificans	683042	2199	Bacteria
UP000515947	Nocardioides mesophilus	433659	4069	Bacteria
UP000515955	Sphingomonas rhizophila	2071607	2279	Bacteria
UP000515971	Sphingomonas lutea	1045317	2356	Bacteria
UP000515976	Phycicoccus endophyticus	1690220	2871	Bacteria
UP000516028	Diaphorobacter aerolatus	1288495	3617	Bacteria
UP000516093	Hymenobacter qilianensis	1385715	3860	Bacteria
UP000516134	Sphingomonas daechungensis	1176646	2390	Bacteria
UP000516173	Nocardia wallacei	480035	7218	Bacteria
UP000516380	Mycobacterium kansasii	1768	8047	Bacteria
UP000516404	Rothia terrae	396015	2288	Bacteria
UP000516421	Rothia amarae	169480	2208	Bacteria
UP000518605	Paenibacillus endophyticus	1294268	6347	Bacteria
UP000518892	Halomonas stenophila	795312	3974	Bacteria
UP000519004	Rehaibacterium terrae	1341696	2607	Bacteria
UP000520767	Actinophytocola algeriensis	1768010	9136	Bacteria
UP000520814	Armatimonas rosea	685828	5895	Bacteria
UP000521748	Psychromicrobium silvestre	1645614	2952	Bacteria
UP000521922	Kineococcus aurantiacus	37633	4731	Bacteria
UP000522081	Novosphingobium marinum	1514948	3527	Bacteria
UP000522720	Streptococcus ovuberis	1936207	2197	Bacteria
UP000523000	Paeniglutamicibacter cryotolerans	670079	3824	Bacteria
UP000523007	Lipingzhangella halophila	1783352	6476	Bacteria
UP000523079	Microlunatus kandeliicorticis	1759536	3914	Bacteria
UP000523087	Anoxybacillus caldiproteolyticus	247480	3723	Bacteria
UP000524237	Alpinimonas psychrophila	748908	2143	Bacteria
UP000524404	Arcicella rosea	502909	4402	Bacteria
UP000525298	Desulfosalsimonas propionicica	332175	3581	Bacteria
UP000525652	Puniceicoccus vermicola	388746	4123	Bacteria
UP000526083	Microbacterium halimionae	1526413	2748	Bacteria
UP000526501	Pelagicoccus albus	415222	3824	Bacteria
UP000527143	Sphingomonas xinjiangensis	643568	4384	Bacteria
UP000528286	Gellertiella hungarica	1572859	4600	Bacteria
UP000528322	Desulfurispira natronophila	682562	2230	Bacteria
UP000528457	Pseudoteredinibacter isoporae	570281	4189	Bacteria
UP000528555	Dorea phocaeensis	2040291	2205	Bacteria
UP000528964	Hansschlegelia beijingensis	1133344	3455	Bacteria
UP000529795	Sphingomonas jinjuensis	535907	3645	Bacteria
UP000529946	Brevundimonas lenta	424796	3271	Bacteria
UP000530268	Sulfitobacter undariae	1563671	3797	Bacteria
UP000530424	Nocardioides thalensis	1914755	4418	Bacteria
UP000530514	Thermoactinomyces daqus	1329516	3444	Bacteria
UP000530928	Nonomuraea soli	1032476	9350	Bacteria
UP000531231	Pseudochrobactrum saccharolyticum	354352	3403	Bacteria
UP000531594	Bacillus benzoevorans	1456	4639	Bacteria
UP000532440	Quisquiliibacterium transsilvanicum	1549638	3944	Bacteria
UP000533469	Angulomicrobium tetraedrale	217068	4639	Bacteria
UP000533900	Winogradskyella flava	1884876	3398	Bacteria
UP000534306	Kribbella sandramycini	60450	7323	Bacteria
UP000535078	Sphingopyxis italica	1129133	3825	Bacteria
UP000535415	Loktanella ponticola	1524255	3698	Bacteria
UP000535437	Nesterenkonia xinjiangensis	225327	3151	Bacteria
UP000535491	Paenactinomyces guangxiensis	1490290	3893	Bacteria
UP000535511	Nocardioides panaciterrulae	661492	4033	Bacteria
UP000535937	Microbulbifer rhizosphaerae	1562603	4525	Bacteria
UP000536179	Rhodopirellula rubra	980271	6525	Bacteria
UP000536604	Nocardiopsis algeriensis	1478215	4220	Bacteria
UP000536685	Conyzicola lurida	1172621	3527	Bacteria
UP000537126	Thermonema lapsum	28195	2388	Bacteria
UP000537130	Litorivivens lipolytica	1524264	3241	Bacteria
UP000537141	Thalassotalea piscium	1230533	3672	Bacteria
UP000537161	Sphingopyxis panaciterrulae	462372	4114	Bacteria
UP000537260	Leifsonia psychrotolerans	670054	3489	Bacteria
UP000537326	Nocardioides marinus	374514	3820	Bacteria
UP000537775	Microbacterium thalassium	362649	3395	Bacteria
UP000538147	Polymorphobacter multimanifer	1070431	3704	Bacteria
UP000538666	Silvibacterium bohemicum	1577686	5390	Bacteria
UP000538929	Streptomyces alkaliphilus	1472722	4937	Bacteria
UP000539111	Spelaeicoccus albus	1280376	3738	Bacteria
UP000539313	Thermomonospora cellulosilytica	1411118	6919	Bacteria
UP000539953	Catenisphaera adipataccumulans	700500	1970	Bacteria
UP000540191	Micrococcus cohnii	993416	2047	Bacteria
UP000540556	Gluconacetobacter takamatsuzukensis	1286190	3263	Bacteria
UP000540656	Nocardioides daedukensis	634462	3693	Bacteria
UP000540685	Streptosporangium becharense	1816182	6864	Bacteria
UP000540989	Granulicella aggregans	474949	6334	Bacteria
UP000541033	Lysinibacter cavernae	1640652	3205	Bacteria
UP000541421	Pelistega europaea	106147	2033	Bacteria
UP000541426	Sagittula marina	943940	4922	Bacteria
UP000541810	Algisphaera agarilytica	1385975	3555	Bacteria
UP000541969	Geodermatophilus daqingensis	2026353	5256	Bacteria
UP000542125	Pigmentiphaga litoralis	516702	5464	Bacteria
UP000542353	Rhodopseudomonas rhenobacensis	87461	4778	Bacteria
UP000542674	Saccharothrix violaceirubra	413306	6879	Bacteria
UP000542742	Actinoplanes abujensis	882441	8603	Bacteria
UP000542776	Aureimonas pseudogalii	1744844	4774	Bacteria
UP000543030	Silvimonas terrae	300266	4420	Bacteria
UP000543598	Microbacterium ulmi	179095	3233	Bacteria
UP000543642	Catenibacillus scindens	673271	3535	Bacteria
UP000543804	Selenomonas bovis	416586	2072	Bacteria
UP000544110	Nocardioides perillae	1119534	3381	Bacteria
UP000544222	Microbacter margulisiae	1350067	2858	Bacteria
UP000544872	Novispirillum itersonii (Aquaspirillum itersonii)	189	3924	Bacteria
UP000545037	Brevundimonas variabilis	74312	3280	Bacteria
UP000546162	Actinoplanes octamycinicus	135948	9264	Bacteria
UP000546200	Sphingomonas aerophila	1344948	3912	Bacteria
UP000546324	Actinomadura coerulea	46159	7619	Bacteria
UP000546464	Ruficoccus amylovorans	1804625	3722	Bacteria
UP000546701	Sphingomonas prati	1843237	3463	Bacteria
UP000547458	Arthrobacter pigmenti	271432	3593	Bacteria
UP000547510	Saccharothrix tamanrassetensis	1051531	7329	Bacteria
UP000547528	Garicola koreensis	1262554	2074	Bacteria
UP000547614	Halomonas cerina	447424	3851	Bacteria
UP000547973	Demequina lutea	431489	3020	Bacteria
UP000548476	Phytomonospora endophytica	714109	7880	Bacteria
UP000548978	Brevundimonas halotolerans	69670	2548	Bacteria
UP000549250	Azomonas macrocytogenes	69962	3862	Bacteria
UP000549616	Amycolatopsis endophytica	860233	7029	Bacteria
UP000549617	Sphingobium boeckii	1082345	3880	Bacteria
UP000549765	Periweissella fabalis	1070421	1874	Bacteria
UP000549911	Nocardioides cavernae	1921566	4093	Bacteria
UP000549913	Herbiconiux flava	881268	3639	Bacteria
UP000550714	Prauserella isguenensis	1470180	4590	Bacteria
UP000551327	Novosphingobium piscinae	1507448	3437	Bacteria
UP000551501	Gordonia humi	686429	4688	Bacteria
UP000551616	Bremerella alba	980252	5168	Bacteria
UP000551878	Texcoconibacillus texcoconensis	1095777	3280	Bacteria
UP000552045	Microbacterium pseudoresistens	640634	2812	Bacteria
UP000552097	Saccharothrix ecbatanensis	1105145	8735	Bacteria
UP000552644	Streptosporangium saharense	1706840	8074	Bacteria
UP000552683	Campylobacter massiliensis	2762557	2100	Bacteria
UP000552700	Sphingobium subterraneum	627688	3606	Bacteria
UP000552757	Sphingobium fontiphilum	944425	3319	Bacteria
UP000552883	Chryseoglobus frigidaquae	424758	2424	Bacteria
UP000553034	Mesonia hippocampi	1628250	2377	Bacteria
UP000553193	Roseococcus suduntuyensis	455361	3943	Bacteria
UP000553706	Acidocella aromatica	1303579	2779	Bacteria
UP000553766	Rubricella aquisinus	2028108	3210	Bacteria
UP000553963	Kaistia hirudinis	1293440	4905	Bacteria
UP000554054	Janibacter cremeus	1285192	3096	Bacteria
UP000554144	Pusillimonas harenae	657015	3117	Bacteria
UP000554342	Stakelama sediminis	463200	3300	Bacteria
UP000554837	Inhella inkyongensis	392593	3775	Bacteria
UP000555103	Dysgonomonas hofstadii	637886	4251	Bacteria
UP000555393	Paenochrobactrum gallinarii	643673	3231	Bacteria
UP000555552	Pseudokineococcus marinus	351215	3393	Bacteria
UP000556084	Streptomyces olivoverticillatus	66427	4983	Bacteria
UP000557307	Rhabdobacter roseus	1655419	5783	Bacteria
UP000557688	Endobacter medicaginis	1181271	3419	Bacteria
UP000557717	Haloferula luteola	595692	4263	Bacteria
UP000559117	Pectinatus brassicae	862415	2766	Bacteria
UP000559182	Flexivirga oryzae	1794944	4704	Bacteria
UP000559404	Stappia taiwanensis	992267	3935	Bacteria
UP000559809	Parapusillimonas granuli	380911	4283	Bacteria
UP000559987	Simiduia aestuariiviva	1510459	3393	Bacteria
UP000561045	Niveibacterium umoris	1193620	4298	Bacteria
UP000561066	Gluconacetobacter johannae	112140	3257	Bacteria
UP000562124	Cellulomonas fimi	1708	3123	Bacteria
UP000562254	Roseomonas alkaliterrae	1452450	4085	Bacteria
UP000562352	Planomonospora venezuelensis	1999	7467	Bacteria
UP000562395	Novosphingobium hassiacum	173676	4232	Bacteria
UP000562464	Lactovum miscens	190387	1672	Bacteria
UP000563094	Rufibacter quisquiliarum	1549639	4614	Bacteria
UP000563524	Parvularcula dongshanensis	1173995	2926	Bacteria
UP000564704	Roseovarius bejariae	2576383	3306	Bacteria
UP000565468	Paenibacillus lemnae	1330551	4115	Bacteria
UP000565572	Microlunatus antarcticus	53388	4098	Bacteria
UP000565745	Sulfitobacter noctilucicola	1342301	3984	Bacteria
UP000566324	Sphingosinicella soli	333708	3594	Bacteria
UP000566663	Brevundimonas basaltis	472166	2683	Bacteria
UP000567795	Allostreptomyces psammosilenae	1892865	5424	Bacteria
UP000568050	Helcobacillus massiliensis	521392	2315	Bacteria
UP000568106	Edaphobacter lichenicola	2051959	4180	Bacteria
UP000568380	Nonomuraea endophytica	714136	10772	Bacteria
UP000568839	Geomicrobium halophilum	549000	3526	Bacteria
UP000569329	Halosaccharopolyspora lacisalsi	1000566	5211	Bacteria
UP000569951	Deinobacterium chartae	521158	3605	Bacteria
UP000570361	Paenibacillus phyllosphaerae	274593	6839	Bacteria
UP000570514	Rhizomicrobium palustre	189966	3834	Bacteria
UP000571183	Canibacter oris	1365628	1510	Bacteria
UP000571817	Allobranchiibius huperziae	1874116	3552	Bacteria
UP000571950	Sphingobium jiangsuense	870476	4670	Bacteria
UP000572212	Gracilibacillus halotolerans	74386	3224	Bacteria
UP000572377	Halovulum dunhuangense	1505036	3463	Bacteria
UP000573599	Pedococcus badiiscoriae	642776	3185	Bacteria
UP000573729	Microbacterium marinum	421115	3053	Bacteria
UP000574133	Cohnella lubricantis	2163172	4114	Bacteria
UP000575898	Chitinivorax tropicus	714531	3955	Bacteria
UP000575985	Streptomonospora nanhaiensis	1323731	5553	Bacteria
UP000576393	Streptosporangium sandarakinum	1260955	6849	Bacteria
UP000576969	Microbacterium immunditiarum	337480	3617	Bacteria
UP000578112	Actinoplanes digitatis	1868	8084	Bacteria
UP000578449	Thermocatellispora tengchongensis	1073253	10304	Bacteria
UP000578819	Micromonospora polyrhachis	1282883	6349	Bacteria
UP000579153	Nonomuraea jabiensis	882448	12160	Bacteria
UP000579281	Anaerosolibacter carboniphilus	1417629	5119	Bacteria
UP000579523	Streptomyces griseostramineus	66898	7804	Bacteria
UP000579647	Nocardiopsis metallicus	179819	6786	Bacteria
UP000580474	Saccharopolyspora gloriosae	455344	5980	Bacteria
UP000580517	Pusillimonas soli	659016	3879	Bacteria
UP000580654	Roseomonas pecuniae	693023	4677	Bacteria
UP000580856	Desulfobaculum xiamenense	995050	3177	Bacteria
UP000580891	Anoxybacillus calidus	575178	3503	Bacteria
UP000581135	Limibacillus halophilus	1579333	3294	Bacteria
UP000581688	Salirhabdus euzebyi	394506	3860	Bacteria
UP000581769	Amycolatopsis jiangsuensis	1181879	7284	Bacteria
UP000582090	Rhizobium metallidurans	1265931	5025	Bacteria
UP000582837	Longimicrobium terrae	1639882	5723	Bacteria
UP000583454	Methylorubrum rhodinum	29428	5083	Bacteria
UP000583800	Nonomuraea muscovyensis	1124761	8743	Bacteria
UP000584374	Saccharopolyspora phatthalungensis	664693	7549	Bacteria
UP000584719	Citrobacter freundii	546	4168	Bacteria
UP000585272	Conexibacter arvalis	912552	4864	Bacteria
UP000585681	Actibacterium naphthalenivorans	1614693	4025	Bacteria
UP000585836	Streptomyces echinatus	67293	8412	Bacteria
UP000586119	Halomonas salicampi	1449798	3481	Bacteria
UP000586918	Pseudonocardia bannensis	630973	5704	Bacteria
UP000587462	Streptomyces morookaense (Streptoverticillium morookaense)	1970	6631	Bacteria
UP000587527	Allocatelliglobosispora scoriae	643052	8040	Bacteria
UP000588017	Chelatococcus composti	1743235	3546	Bacteria
UP000588051	Undibacterium oligocarboniphilum	666702	3329	Bacteria
UP000588068	Povalibacter uvarum	732238	5433	Bacteria
UP000588098	Streptomyces zagrosensis	1042984	7470	Bacteria
UP000588186	Jeotgalicoccus pinnipedialis	110845	1563	Bacteria
UP000588647	Aurantimonas endophytica	1522175	4809	Bacteria
UP000589036	Spinactinospora alkalitolerans	687207	6077	Bacteria
UP000589520	Granulicella arctica	940613	3681	Bacteria
UP000589626	Nocardioides soli	1036020	5495	Bacteria
UP000589716	Ottowia beijingensis	1207057	2855	Bacteria
UP000590749	Actinoplanes campanulatus	113559	9271	Bacteria
UP000591941	Negativicoccus succinicivorans	620903	1389	Bacteria
UP000592181	Janibacter alkaliphilus	1069963	3138	Bacteria
UP000593892	Paludibaculum fermentans	1473598	7446	Bacteria
UP000594034	Aeromonas simiae	218936	3535	Bacteria
UP000594205	Streptomyces ferrugineus	1413221	8480	Bacteria
UP000594480	Microbacterium schleiferi	69362	2810	Bacteria
UP000594749	Campylobacter corcagiensis	1448857	1688	Bacteria
UP000595564	Thermotomaculum hydrothermale	981385	2006	Bacteria
UP000595895	Actinomyces weissii	675090	1943	Bacteria
UP000596092	Desulfobulbus oligotrophicus	1909699	2702	Bacteria
UP000597507	Caldovatus sediminis	2041189	4489	Bacteria
UP000597668	Neobittarella massiliensis	2041842	2642	Bacteria
UP000598120	Aquaticitalea lipolytica	1247562	2836	Bacteria
UP000601768	Neptunicella marina	2125989	3681	Bacteria
UP000602050	Compostibacillus humi	1245525	3337	Bacteria
UP000602745	Agaricicola taiwanensis	591372	3611	Bacteria
UP000607559	Puia dinghuensis	1792502	5807	Bacteria
UP000611500	Pseudodonghicola xiamenensis	337702	4521	Bacteria
UP000612329	Yeosuana aromativorans	288019	3287	Bacteria
UP000612585	Virgisporangium aurantiacum	175570	12599	Bacteria
UP000612808	Actinocatenispora rupis	519421	7299	Bacteria
UP000612899	Rhizocola hellebori	1392758	9895	Bacteria
UP000613582	Aquisalinus flavus	1526572	3001	Bacteria
UP000614287	Formosimonas limnophila	1384487	2120	Bacteria
UP000614460	Sphingobacterium soli	1914757	3709	Bacteria
UP000616114	Sediminivirga luteola	1774748	3490	Bacteria
UP000617145	Salipiger pallidus	1775170	4297	Bacteria
UP000617531	Pseudolysinimonas yzui	2708254	3053	Bacteria
UP000619260	Virgisporangium aliadipatigenens	741659	9369	Bacteria
UP000619536	Galliscardovia ingluviei	1769422	1695	Bacteria
UP000620266	Oxalicibacterium flavum	179467	2971	Bacteria
UP000621516	Aestuariibaculum marinum	2683592	3205	Bacteria
UP000622552	Longispora fulva	619741	8068	Bacteria
UP000623269	Mobilitalea sibirica	1462919	3331	Bacteria
UP000624703	Persicirhabdus sediminis	454144	3319	Bacteria
UP000625210	Marinithermofilum abyssi	1571185	3569	Bacteria
UP000625804	Calidifontibacillus erzurumensis	2741433	3252	Bacteria
UP000626220	Seohaeicola zhoushanensis	1569283	5336	Bacteria
UP000627205	Oxalicibacterium solurbis	69280	2864	Bacteria
UP000628079	Knoellia flava	913969	3392	Bacteria
UP000628775	Pullulanibacillus camelliae	1707096	4022	Bacteria
UP000630142	Corticibacterium populi	1607949	4100	Bacteria
