Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	Strain	Genus
Ferroplasma acidarmanus	97393	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Industrial 	Acid Mine Drainage	Chemoorganotroph,Chemoautotroph,Chemomixotroph	iron-reduction	Grows chemoorganotrophically on yeast extract, Casamino Acids, and sugars and chemomixotrophically on Fe(II) and the above organic carbon sources. Facultative anaerobe, coupling oxidation of yeast extract to Fe(III) reduction.		Facultative Anaerobe	0,35	3	1	32	51	42					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC383147/		DRI	Ferroplasma
Ferroplasma acidarmanus	97393	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Industrial 	Acid Mine Drainage	Chemoorganotroph,Chemoautotroph,Chemomixotroph	iron-reduction	Grows chemoorganotrophically on yeast extract, Casamino Acids, and sugars and chemomixotrophically on Fe(II) and the above organic carbon sources. Facultative anaerobe, coupling oxidation of yeast extract to Fe(III) reduction.		Facultative Anaerobe	0,35	3	1,2	32	51	42					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC383147/		MT17	Ferroplasma
Halobacterium salinarum	641522631	Archaea	Euryarchaeota	Halobacteria	 Halobacteriales	Halobacteriaceae	Aquatic	Salt lake	Chemoorganotroph	photosynthesis,fermentation,aerobic respiration	bioenergetically flexible organism which can obtain energy from respiration, retinal-based photosynthesis and fermentation under various environmental conditions	Na+	Anaerobe				49	50	50			0,245		https://link.springer.com/article/10.1007/s40090-019-0189-0		R1, DSM 671	Halobacterium
Extensimonas vulgaris	1031594	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Wastewater	Industrial wastewater									15	50	48					https://pubmed.ncbi.nlm.nih.gov/23064351/			Extensimonas
Gracilibacillus halotolerans	74386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquatic	Salt lake									6	50	47					https://pubmed.ncbi.nlm.nih.gov/10319508/			Gracilibacillus
Caldovatus sediminis	2041189	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Aquatic	Hot spring									37	50	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002363			Caldovatus
Actinopolyspora mortivallis	33906	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Terrestrial	Soil sediment									10	50	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-41-1-15			Actinopolyspora
Alicyclobacillus tengchongensis	368812	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Aquatic	Hot spring	Heterotroph	polysaccharide metabolism,aerobic respiration	Catalase-positive and oxidase-negative. Esculin, gelatin and starch are hydrolyzed, but casein and urea are not. Nitrate is not reduced to nitrite. Indole is not produced. Acid is produced from arbutin, esculin, D-glucose, glycerol, salicin, D-cellobiose, D-maltose, D-melibiose, D-sucrose, Dtrehalose, glycogen, D-galactose, D-turanose, D-xylose, and methyl-α-D-glucoside, but not from adonitol, dulicitol, erythritol, D-fructose, inositol, D-mannitol, D-mannose, D-sorbitol, methyl-α-D-mannopyranoside, methyl-β-D-xylopyranoside, N-acetylglucosamine, amygdalin, D-lactose, inulin, D-melezitose, D-raffinose, L-sorbose, starch, xylitol, gentiobiose, D-lyxose, D-tagatose, L-rhamnose, D- or L-arabinose, D- or L-fucose, D- or L-arabitol, D-ribose, L-xylose, 2-ketogluconate, and 5-keto-gluconate.		Aerobe	2	6	3,2	30	50	45	101		0,01		https://link.springer.com/article/10.1007%2Fs12275-014-3625-z			Alicyclobacillus
Bacillus andreesenii	1325932	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bioreactor	Compost reactor									20	50	45					https://pubmed.ncbi.nlm.nih.gov/24021730/			Bacillus
Bacillus pervagus	1325931	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bioreactor	Compost reactor									20	50	45					https://pubmed.ncbi.nlm.nih.gov/24021730/			Bacillus
Cecembia calidifontis	1187080	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquatic	Hot spring									20	50	45					https://pubmed.ncbi.nlm.nih.gov/22843720/			Cecembia
Haloarcula argentinensis	43776	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Terrestrial	Salt flats	Chemoorganotroph	aerobic respiration	Catalase and oxidase positive. Acids are produced from various sugars (sucrose, maltose, glucose, galactose, mannose, ribose, glycerol, and fructose).		Aerobe				20	50	45	101		0,16		https://pubmed.ncbi.nlm.nih.gov/8995805/			Haloarcula
Halarchaeum grantii	1193105	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial	Salt sample	Chemoorganotroph	aerobic respiration	Capable of using sodium fumarate, sodium l-malate, sodium succinate, sodium l-glutamate and tryptone (Difco) for growth. Peptone (Difco), sodium acetate, sodium α-ketoglutarate, sodium dl-lactate and sodium pyruvate are not utilized. The type strain, MH1-243-3T, is also able to assimilate a wide range of substrates; l-arabinose, cellobiose, d-fructose, d-galactose, d-glucose, glycerol, lactose (weakly), maltose, d-mannitol, d-mannose, raffinose, α-l-rhamnose, ribitol, ribose, d-sorbitol, l-sorbose (weakly), sucrose, trehalose, d-xylose, sodium citrate, sodium fumarate, sodium l-malate, sodium propionate, sodium succinate, l-alanine, l-arginine chloride, sodium l-aspartate, sodium l-glutamate, glycine (weakly) and l-lysine chloride. 		Aerobe	4,5	6,5	5,25	35	50	45	101		0,24		https://pubmed.ncbi.nlm.nih.gov/28875923/			Halarchaeum
Halarchaeum nitratireducens	489913	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial	Salt sample	Chemoorganotroph	nitrate-reduction	Oxidase-negative. H2S is not produced from thiosulfate. Indole formation is negative. Reduces nitrate and nitrite under aerobic conditions. Does not hydrolyse starch, gelatin, Tween 80, cellulose, mannan and casein. Capable of using l-arabinose, cellobiose, d-fructose, d-galactose, d-glucose, glycerol, d-xylose or sodium succinate as a sole carbon substrate. Maltose, d-mannitol, d-mannose, raffinose, ribitol, d-sorbitol, l-sorbose, trehalose, sodium acetate, sodium citrate, sodium α-ketoglutarate, sodium dl-lactate, sodium pyruvate, l-alanine, l-arginine chloride, sodium l-aspartate, sodium l-glutamate and l-lysine chloride are not utilized as carbon sources.		Aerobe	4,2	6	5,3	20	50	45	101		0,18		https://pubmed.ncbi.nlm.nih.gov/23771625/		MH1-370-1	Halarchaeum
Halobacterium hubeiense	2675903501	Archaea	Euryarchaeota	Halobacteria	 Halobacteriales	Halobacteriaceae	Terrestrial	Salt mine 					Facultative Anaerobe			8	22	50	45	101		0,146	Ancient organism isolated as dormant cells	https://sfamjournals-onlinelibrary-wiley-com.proxy.libraries.rutgers.edu/doi/full/10.1111/1462-2920.13130		JI20-1	Halobacterium
Halanaerobacter salinarius	63129	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Aquatic	Salt lake									10	50	45					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-49-1-103			Halanaerobacter
Halorubrum distributum	29283	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Terrestrial	Saline soil									26	50	45				Also known as Halobacterium distributum	https://www.microbiologyresearch.org/docserver/fulltext/ijsem/54/2/389.pdf?expires=1642154366&id=id&accname=guest&checksum=AF8679202290E3AB404425924B868E50			Halorubrum
Halorubrum gandharaense	1334262	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt sample									15	50	45					https://pubmed.ncbi.nlm.nih.gov/25870255/			Halorubrum
Mesotoga infera	1236046	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Aquatic	Aquifer									30	50	45					https://pubmed.ncbi.nlm.nih.gov/23378116/			Mesotoga
Methanosarcina barkeri	2208	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Animal	Cow Rumen	Autotroph,Lithotroph	methanogenesis 	The catabolic substrates which supported most rapid growth were H2 plus methanol; this combination sometimes allowed growth of a strain under extreme environmental conditions which prevented growth on other substrates. 	Na+	Anaerobe	6,5	7,5	7	25	50	45	101		<1.2%		https://www.microbiologyresearch.org/docserver/fulltext/ijsem/41/2/ijs-41-2-267.pdf?expires=1610828673&id=id&accname=guest&checksum=01837811E4ED071D9D175F8C5857472F		MS	Methanosarcina
Methanolobus zinderi	536044	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Aquatic	Coal seam									25	50	45					https://pubmed.ncbi.nlm.nih.gov/19406794/			Methanolobus
Halovarius luteus	1586232	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Salt lake									25	50	45					https://pubmed.ncbi.nlm.nih.gov/25899505/			Halovarius
Natronorubrum aibiense	348826	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Salt lake									25	50	45					https://pubmed.ncbi.nlm.nih.gov/16825622/			Natronorubrum
Petrimonas mucosa	1642646	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bioreactor	Biogas reactor 									20	50	45				Also known as Petrimonas sp. ING2-E5A	https://pubmed.ncbi.nlm.nih.gov/26782749/			Petrimonas
Amycolatopsis deserti	185696	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Terrestrial	Soil sediment									25	50	45					https://pubmed.ncbi.nlm.nih.gov/26809280/			Amycolatopsis
Kroppenstedtia eburnea	714067	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Animal	Human blood									25	50	45					https://journals.asm.org/doi/10.1128/JCM.01186-12			Kroppenstedtia
Sulfurivermis fontis	1972068	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Aquatic	Hot spring									25	50	45					https://pubmed.ncbi.nlm.nih.gov/28875900/			Sulfurivermis
Halopolyspora alba	1348092	Bacteria	Actinobacteria	Actinobacteria			Aquatic	Salt lake									20	50	45					https://pubmed.ncbi.nlm.nih.gov/24860112/			Halopolyspora
Methanoculleus bourgensis sp	2681813425	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Bioreactor	Biogas reactor 	Hydrogenotroph	methanogenesis 	ammonia-rich mesophilic biogas processes	Na+	Anaerobe			7,5	15	50	44,5			0.6% NH4Cl		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5062929/		MAB1	Methanoculleus
Porphyrobacter tepidarius	60454	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aquatic	Hot spring									30	50	44					https://pubmed.ncbi.nlm.nih.gov/9103629/			Porphyrobacter
Ornatilinea apprima	1134406	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Terrestrial	Wood									20	50	43,5					https://pubmed.ncbi.nlm.nih.gov/22328612/			Ornatilinea
Desulfoplanes formicivorans	1592317	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Aquatic	Salt lake									13	50	43,5					https://pubmed.ncbi.nlm.nih.gov/25792369/			Desulfoplanes
Halorubrum trueperi	2004704	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt mine									25	50	43,5					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001762			Halorubrum
Halorubrum yunnanense	1526162	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt mine									25	50	43,5					https://pubmed.ncbi.nlm.nih.gov/26374710/			Halorubrum
Halanaerobium sehlinense	1076695	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Aquatic	Salt lake									20	50	43					https://pubmed.ncbi.nlm.nih.gov/23064350/			Halanaerobium
Tranquillimonas alkanivorans	441119	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aquatic	Marine sediment									10	50	43					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65817-0			Tranquillimonas
Thermothelomyces hinnuleus	225406	Eukaryota	Ascomycota	Sordariomycetes 	Sordariales	 Chaetomiaceae	Terrestrial	Cultivated soil		aerobic respiration			Aerobe					50	42,5	101			also known as Myceliophthora hinnulea	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC99000/			Thermothelomyces
Clostridiisalibacter paucivorans	408753	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Wastewater	Olive mill									20	50	42,5					https://pubmed.ncbi.nlm.nih.gov/18175684/			Clostridiisalibacter
Clostridium quinii	36850	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Bioreactor	Methanogenic  sludge									15	50	42,5					https://link.springer.com/article/10.1007/BF00245275			Clostridium
Halarchaeum rubridurum	489911	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial	Salt sample	Chemoorganotroph	aerobic respiration	Oxidase-negative; the catalase reaction is variable. H2S is not produced from thiosulfate. Indole formation is negative. Does not reduce nitrate or nitrite under aerobic conditions. Anaerobic growth with nitrate, arginine and DMSO is not observed. Does not hydrolyse starch, gelatin, Tween 80, cellulose, mannan or casein. Capable of using cellobiose, d-fructose, d-galactose, d-glucose, sodium fumarate, sodium l-malate and sodium succinate as single carbon substrate, but not lactose, maltose, d-mannitol, d-mannose, α-l-rhamnose, ribitol, d-sorbitol, l-sorbose, trehalose, sodium acetate, sodium α-ketoglutarate, sodium dl-lactate, sodium propionate or sodium pyruvate.		Aerobe	4,4	6,8	5,5	20	50	42,5	101		0,18		https://pubmed.ncbi.nlm.nih.gov/23435243/			Halarchaeum
Orenia salinaria	85450	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Aquatic	Solar saltern									10	50	42,5					https://pubmed.ncbi.nlm.nih.gov/10758881/			Orenia
Natronococcus amylolyticus	44470	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Aquatic	Soda lake									22	50	42,5					https://pubmed.ncbi.nlm.nih.gov/7547296/			Natronococcus
Sphingobacterium thermophilum	768534	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Terrestrial	Compost heap									20	50	42,5					https://pubmed.ncbi.nlm.nih.gov/22904214/			Sphingobacterium
Halovenus rubra	869890	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Salted brown algae									25	50	42					https://pubmed.ncbi.nlm.nih.gov/25199562/			Halovenus
Halanaerobaculum tunisiense	503834	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Aquatic	Salt lake									30	50	42					https://pubmed.ncbi.nlm.nih.gov/19115035/			Halanaerobaculum
Haloparvum sedimenti	1678448	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt mine									25	50	42					https://pubmed.ncbi.nlm.nih.gov/27001607/			Haloparvum
Halorubrum salsamenti	2583990	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Industrial	Salt mine									25	50	42					https://pubmed.ncbi.nlm.nih.gov/28819743/			Halorubrum
Nesterenkonia alba	515814	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Industrial	Black liquor treatment									20	50	42					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.003376-0			Nesterenkonia
Salisaeta longa	503170	Bacteria	Bacteroidetes		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Aquatic	Hypersaline mesocosm									25	50	41,5					https://pubmed.ncbi.nlm.nih.gov/19622652/			Salisaeta
Phenylobacterium terrae	2665495	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Terrestrial	Soil sediment									25	50	41					https://pubmed.ncbi.nlm.nih.gov/29536278/			Phenylobacterium
Clostridium perfringens	1502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Animal	Human soft tissue									20	50	41					https://www.researchgate.net/publication/347300409_Clostridium_perfringenosum_sp_nov_a_closely_related_species_to_Clostridium_perfringens_and_its_virulence_factors_isolated_from_a_human_soft_tissue_infection			Clostridium
Cecembia rubra	1485585	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquatic	Hot spring									30	50	41					https://pubmed.ncbi.nlm.nih.gov/25851591/			Cecembia
Deinobacterium chartae	521158	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Industrial	Paper mill									12	50	41					https://pubmed.ncbi.nlm.nih.gov/20382794/			Deinobacterium
Maribacter thermophilus	1197874	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquatic	Green seaweed									4	50	41					https://pubmed.ncbi.nlm.nih.gov/25269849/			Maribacter
Halalkalicoccus jeotgali	413810	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial 	Shrimp-salted seafood	Chemoorganotroph	aerobic respiration	The isolate is catalase-positive, oxidase-negative and does not reduce nitrate to nitrite. Glucose, sucrose, citrate, lactose and acetate can be utilized as sole carbon and energy sources.		Aerobe	6,5	9	7	21	50	41	101		0,15		https://pubmed.ncbi.nlm.nih.gov/17911300/			Halalkalicoccus
Haloterrigena jeotgali	413811	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Industrial 	Salt-fermented food	Chemoorganotroph	polysaccharide metabolism	Anaerobic growth with nitrate occurs, but not with sulfate, thiosulfate, DMSO and TMAO. Fructose, lactose and acetate are utilized as carbon and energy sources, but sucrose, glucose, citrate and formate are not. Acid is not produced from fructose, lactose, acetate, sucrose, glucose, citrate or formate.		Anaerobe	6,8	8,5	7,25	17	50	41	101		0,175		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.008243-0			Haloterrigena
Natronoarchaeum philippinense	558529	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Aquatic	Solar saltern									20	50	41					https://pubmed.ncbi.nlm.nih.gov/22659499/			Natronoarchaeum
Halorubrum terrestre	267368	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Terrestrial	Saline soil									28	50	41					https://www.researchgate.net/profile/Antonio-Ventosa-2/publication/8677112_Taxonomic_study_of_Halorubrum_distributum_and_proposal_of_Halorubrum_terrestre_sp_nov/links/564d0e2708ae1ef9296a7b3b/Taxonomic-study-of-Halorubrum-distributum-and-proposal-of-Halorubrum-terrestre-sp-nov.pdf			Halorubrum
Halopiger salifodinae	1202768	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Industrial	Salt mine									25	50	41					https://pubmed.ncbi.nlm.nih.gov/23563233/			Halopiger
Natronococcus jeotgali	413812	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Industrial	Shrimp-salted seafood									21	50	41					https://pubmed.ncbi.nlm.nih.gov/17766885/			Natronococcus
