Name	Strain	Temp	ncbiTaxID	Genome
Nitrosopumilus oxyclinae	HCE1	25	1959104	
Nitrosopumilus cobalaminigenes	HCA1	25	1470066	
Nitrosarchaeum koreense	MY1	25	1001994	
Flavivirga rizhaonensis	RZ03	25	2559571	
Flavobacterium sangjuense	GS03	25	2518177	GCA_004797125.1
Cohnella abietis	HS21	25	2507935	GCA_004295585.1
Pedobacter nototheniae	36B243	25	2488994	
Pseudomethylobacillus aquaticus	H-5	25	2676064	
Shewanella litoralis	MMS16-UL482	25	2282700	
Winogradskyella aurantiaca	IMCC20180	25	2219558	
Shewanella ulleungensis	MMS16-UL253	25	2282699	
Shewanella saliphila	MMS16-UL250	25	2282698	
Dokdonia flava	ZODW10	25	2081979	
Jatrophihabitans telluris	N237	25	2038343	
Bizionia berychis	 RA3-3-1	25	2036822	
Flavobacterium chuncheonense	IMCC26013�	25	2026653	
Hymenobacter pedocola	S12.2.1	25	2025510	
Hymenobacter agri	S1-2-1-2-1	25	2025315	
Larkinella rosea	15J16-1T3A	25	2025312	
Larkinella terrae	15J8-8	25	2025311	
Larkinella knui	15J6-3T6	25	2025310	
Marinisporobacter balticus	59.4M	25	2018667	
Spirosoma horti	S7.3.19	25	1987382	
Spirosoma lituiforme	T15.2.4	25	1987377	
Loktanella acticola	OISW-6 	25	1972512	
Spirosoma gilvum	15J10-9T5	25	1968279	
Spirosoma migulaei	15J9-8	25	1968278	
Spirosoma daeguense	15J9-6	25	1968277	
Polaribacter insulae	OITF-22	25	1965254	
Algoriphagus aquaemixtae	KEM-10	25	1962689	
Caballeronia mineralivorans	PML1(12)	25	908627	
Mariprofundus micogutta	ET2	25	1921010	
Jindonia aestuariivivens	JDTF-65	25	1920899	
Altererythrobacter aquiaggeris	KEM-3	25	1898396	
Larkinella ripae	15J11-11	25	1892557	
Adhaeribacter terrae	HY02	25	1892554	
Hymenobacter daeguensis	16F3Y-2	25	1892552	
Polaribacter haliotis	RA4-7	25	1888915	
Mucilaginibacter craterilacus	N60A	25	1861875	
Sphingomonas gotjawalisoli	SN6-9	25	1861874	
Albirhodobacter confluentis	S1-47	25	1852015	
Sphingomonas colocasiae	CC-MHH0539	25	1848973	
Deinococcus persicinus	KSY3-6	25	1848199	
Spirosoma swuense	JBM2-3	25	1848194	
Saccharopolyspora spongiae	CMMA1452	25	1847949	
Sphingomonas prati	W18RD	25	1843237	
Spirosoma fluminis	15J17	25	1837378	
Flavobacterium amniphilum	KYPY10	25	1834035	
Pseudoalteromonas neustonica	PAMC 28425	25	1840331	
Nocardioides baekrokdamisoli	B2-12	25	1804624	GCA_003945325.1
Echinicola strongylocentroti	MEBiC08714	25	1795355	GCA_003260975.1
Neptuniibacter marinus	ATR 1.1T	25	1806670	
Flavobacterium crassostreae	LPB0076	25	1763534	GCA_001831475.1
Phenylobacterium panacis	DCY109	25	1757089	
Flavobacterium orientale	SP3	25	1756020	
Paucibacter oligotrophus	CHU3	25	1769250	
Flectobacillus fontis	MIB-4	25	1737445	
Paenibacillus baekrokdamisoli	Back-11	25	1712516	GCA_003945345.1
Hymenobacter monticola	XF-6R	25	1705399	
Thalassotalea crassostreae	LPB0090	25	1763536	GCA_001831495.1
Roseovarius scapharcae	MA4-5	25	1699410	
Ascidiimonas aurantiaca	N5DA8-2C	25	1685432	
Flavobacterium aquicola	TMd3a3	25	1682742	
Emticicia paludis	HMF3850	25	1681837	
Emticicia aquatica	HMF2925	25	1681835	
Shimia abyssi	JAMH 043	25	1662395	
Maribacter flavus	C3	25	1658664	
Cohnella collisoli	NKM-5	25	1658061	
Sphingomonas vulcanisoli	SN6-13	25	1658060	
Octadecabacter ascidiaceicola	RA1-3 	25	1655543	
Flavobacterium buctense	T7	25	1648146	
Wenyingzhuangia aestuarii	MN1-138	25	1647582	
Marmoricola silvestris	S20-100	25	1645666	
Aliiroseovarius pelagivivens	GYSW-22	25	1639690	
Lacinutrix undariae	W-BA8	25	1639656	
Sedimentitalea todarodis	KHS03	25	1631240	
Lysobacter silvestris	AM20-91	25	1645665	
Pseudoseohaeicola caenipelagi	BS-W13 	25	1619507	
Virgibacillus flavescens	S1-20	25	1611422	
Planococcus faecalis	AJ003	25	1598147	GCA_002009235.1
Dyadobacter jiangsuensis	L-1 	25	1591085	
Polaribacter undariae	W-BA7 	25	1574269	
Mucilaginibacter vulcanisilvae	G27	25	1569629	
Sulfitobacter undariae	W-BA2	25	1563671	
Kiloniella antarctica	soj2014	25	1550907	
Flavobacterium jejuense	EC11	25	1544455	
Agarivorans aestuarii	hydD622	25	1563703	
Subsaxibacter arcticus	SM1214 	25	1541394	
Comamonas piscis	CN1	25	1562974	
Rhodococcus aerolatus	PAMC 27367	25	1529637	
Loktanella ponticola	W-SW2	25	1524255	
Amphritea ceti	RA	25	-1	
Blastomonas aquatica	PE 4-5	25	1510276	
Sulfitobacter pacificus	 SCM-1(	25	1499314	
Dyadobacter sediminis	Z12	25	1493691	
Phaeobacter marinintestinus	UB-M7	25	1492905	
Bizionia psychrotolerans	PB-M7	25	1492901	
Lacinutrix venerupis	Cmf 20.8	25	1486034	GCA_001971745.1
Paraburkholderia jirisanensis	JRM2-1	25	1520583	
Vibrio coralliirubri	Corallo1	25	1516159	
Algimonas arctica	SM1216	25	1479486	
Actinophytocola sediminis	YIM M13705	25	1476870	
Pseudopelagicola gijangensis	YSS-7	25	-1	
Brevundimonas denitrificans	TAR-002	25	1443434	
Hymenobacter rubidus	DG7B	25	1441626	
Nesterenkonia aurantiaca	CK5	25	1436010	
Siccationidurans metalli	 A2-91	25	1433843	
Flavobacterium fluminis	3R17	25	1433257	
Hymenobacter sedentarius	DG5B	25	1411621	GCA_001507645.1
Hymenobacter humi	DG31A	25	1411620	
Flavobacterium paronense	KNUS1	25	1392775	
Pseudoruegeria limi	D-17	25	1367865	
Sphingomonas lacus	PB304	25	1355329	
Uliginosibacterium flavum	 JJ3220	25	1396831	
Sulfitobacter noctilucicola	NB-77	25	1342301	
Sulfitobacter geojensis	MM-124	25	1342299	
Variibacter gotjawalensis	GJW-30	25	1333996	GCA_002355335.1
Formosa undariae	WS-MY3	25	1325436	
Colwellia meonggei	MA1-3	25	1354731	
Actibacter haliotis	W113	25	1295005	
Algibacter aquimarinus	KYW589	25	1136748	
Streptacidiphilus hamsterleyensis	HSCA14	25	1286695	
Planktomarina temperata	RCA23	25	666509	
Algibacter agarilyticus	KYW563	25	1109739	
Litoreibacter halocynthiae	P-MA1-7	25	1242689	
Hymenobacter perfusus	A2-12	25	1236770	
Pacificimonas flava	JLT2015	25	1234595	
Nitrosospira lacus	APG3	25	1288494	GCA_000355765.4
Paraperlucidibaca wandonensis	WT-RY4	25	1268273	
Salipiger profundus	JLT2016	25	1229727	GCA_001969385.1
Flavobacterium panaciterrae	DCY69	25	1222002	
Lentilitoribacter donghaensis	BH-4	25	1215923	
Glaciimonas singularis	A2-57	25	1229971	
Maribacter vaceletii	W13M1A	25	1206816	
Wenyingzhuangia marina	D1	25	1195760	
Acinetobacter apis	HYN18	25	1229165	
Paraglaciecola oceanifecundans	162Z-12	25	1211136	
Colwellia aquaemaris	S1	25	1195759	
Nocardioides albertanoniae	 CD40127	25	1175486	
Conyzicola lurida	HWE2-01	25	1172621	
Flaviramulus aquimarinus	KYW499	25	1170456	
Gillisia marina	CBA3202	25	1167637	
Asinibacterium lactis	LCJ02	25	-1	
Psychroflexus salarius	MIC1008	25	1155689	
Olleya namhaensis	WT-MY15	25	1144750	
Polaribacter porphyrae	 LNM-20	25	1137780	
Maribacter aestuarii	 GY20	25	1130723	
Sphingobium sufflavum	HL-25	25	1129547	
Pseudorhodobacter wandonensis	WT-MW11	25	1120568	
Flavobacterium piscis	412R-09	25	1114874	
Flavobacterium tructae	435-08	25	1114873	
Flavobacterium plurextorum	1126-1H-08	25	1114867	
Flavobacterium aciduliphilum	JJ013	25	1101402	
Pontibacter saemangeumensis	GCM0142	25	1084525	
Hymenobacter koreensis	GYR3077	25	1084523	
Hymenobacter saemangeumensis	GSR0100	25	1084522	
Flaviaesturariibacter amylovorans	GCR0105	25	1084520	
Catalinimonas alkaloidigena	CNU-914	25	1075417	
Polymorphobacter multimanifer	262-7	25	1070431	
Aquimarina amphilecti	92V	25	1038014	
Desulfosporosinus burensis	BSREI1	25	1037382	
Chryseobacterium tructae	1084-08	25	1037380	
Chryseobacterium viscerum	687B-08	25	1037377	
Lacihabitans lacunae	HME7103	25	1028214	
Flavobacterium jumunjinense	HME7102	25	998845	
Mariniblastus fucicola	FC18	25	980251	GCA_008087665.1
Postechiella marina	M091	25	943941	
Sagittula marina	F028-2	25	943940	
Psychroserpens damuponensis	F051-1	25	943936	
Flavisolibacter rigui	02SUJ3	25	940145	
Terriglobus aquaticus	03SUJ4	25	940139	
Algibacter aestuarii	KYW371	25	912802	
Rhizobium subbaraonis	JC85	25	908946	
Cohnella arctica	M9-62	25	889520	
Salipaludibacillus neizhouensis	JSM 071004	25	885475	
Flavobacterium chungbukense	CS100	25	877464	
Terriglobus saanensis	SP1PR4 	25	870903	GCA_000179915.2
Flavivirga jejuensis	JC2682	25	870487	
Flavivirga amylovorans	JC2681	25	870486	
Aquimarina addita	JC2680	25	870485	
Lacihabitans soyangensis	HME6675	25	869394	
Hymenobacter yonginensis	HMD1010	25	748197	
Chryseobacterium oncorhynchi	701B-08	25	741074	
Flavobacterium chungnamense	ARSA-103	25	706182	
Dyadobacter soli	MJ20	25	659014	
Agromyces soli	MJ21	25	659012	
Constrictibacter antarcticus	262-8	25	656747	
Sphingopyxis bauzanensis	BZ30	25	651663	
Gemmobacter fontiphilus	JS43 	25	642250	
Herbiconiux moechotypicola	RB-62	25	637393	
Flavobacterium macrobrachii	an-8	25	591204	
Arcicella aurantiaca	TNR-18	25	591202	
Patulibacter americanus	CP177-2	25	588672	
Shewanella glacialipiscicola	T147	25	614069	
Pedobacter luteus	N7d-4	25	-1	
Mameliella alba	JLT354-W	25	561184	
Bacillus cecembensis	PN5	25	-1	
Cobetia crustatorum	JO1	25	553385	
Limimaricola pyoseonensis	JJM85	25	521013	
Serratia symbiotica	CWBI-2.3	25	138074	GCA_008370165.1
Kistimonas asteriae	KMD 001	25	517724	
Virgibacillus arcticus	Hal 1	25	469869	
Sphingomonas mucosissima	CP173-2	25	370959	
Pedobacter agri	PB92	25	1149865	
Mucilaginibacter kameinonensis	SCK	25	452286	
Nocardioides dokdonensis	FR1436	25	1300347	GCA_001653335.1
Rhodopirellula lusitana	UC17	25	445327	
Spirosoma spitsbergense	SPM-9	25	431554	
Spirosoma luteum	SPM-10	25	431553	
Modestobacter versicolor	CP153-2	25	429133	
Pelagicola litoralis	CL-ES2	25	420403	
Algoriphagus jejuensis	 CNU040	25	419934	
Marinobacterium rhizophilum	CL-YJ9	25	420402	
Litoricola lipolytica	IMCC1097	25	-1	GCA_009650135.1
Dyadobacter koreensis	WPCB159	25	408657	
Leifsonia lichenia	2Sb	25	407964	
Rubripirellula obstinata	LF1	25	406547	
Caulobacter ginsengisoli	Gsoil 317	25	400775	
Cellulomonas chitinilytica	X.bu-b 	25	398759	
Microterricola gilva	SSWW-21	25	393267	
Emticicia fontis	IMCC1731	25	392565	
Deinococcus lacus	IMCC1711	25	392561	
Methylocystis heyeri	H2	25	391905	GCA_004802635.2
Methylobacterium komagatae	002-079	25	374425	
Inhella inkyongensis	IMCC1713	25	392593	GCA_005952805.1
Belnapia moabensis	CP2C	25	365533	
Bacillus pocheonensis	Gsoil 420	25	-1	
Pedobacter ginsengisoli	Gsoil 104	25	363852	GCA_002736205.1
Pedobacter panaciterrae	Gsoil 042	25	363849	
Paenibacillus sepulcri	CCM 7311	25	359917	
Leucobacter luti	RF6	25	340320	
Exiguobacterium soli	DVS 3Y	25	309483	
Pseudoalteromonas tunicata	DS	25	314281	GCA_003568825.1
Exiguobacterium indicum	HHS 31	25	1358421	
Dyadobacter crusticola	CP183-8	25	292407	
Acaricomes phytoseiuli	CSCT	25	291968	
Flavobacterium denitrificans	ED5	25	281361	
Glaciecola nitratireducens	FR1064	25	1085623	GCA_000226565.1
Glutamicibacter ardleyensis	An25	25	225894	
Rhodoferax ferrireducens	T118	25	338969	GCA_000013605.1
Sulfitobacter dubius	KMM 3554	25	218673	
Herminiimonas arsenicoxydans	ULPAs1	25	204773	GCA_000026125.1
Arthrobacter flavus	CMS 19Y	25	95172	
Crocinitomix catalasitica	NCIMB 1418	25	184607	
Pseudoalteromonas translucida	KMM 520	25	1315283	GCA_001465295.1
Pseudoalteromonas paragorgicola	KMM3548	25	-1	
Arthrobacter methylotrophus	TGA	25	121291	
Chloroherpeton thalassium	GB-78	25	100716	GCA_000020525.1
Lewinella persica	T-3	25	-1	
Lewinella cohaerens	II-2	25	70995	
Shewanella pealeana	ANG-SQ1	25	70864	GCA_000018285.1
Aeromicrobium fastidiosum	J41	25	52699	
Pseudoalteromonas undina	ATCC 29690	25	43660	
Pseudoalteromonas luteoviolacea	CH130	25	43657	GCA_001750165.1
Pseudoalteromonas denitrificans	Nygaard 1977	25	43656	
Pseudoalteromonas aurantia	208	25	1314867	
Pedobacter antarcticus	4BY	25	1358423	
Flavobacterium saccharophilum	024 Agbo and Moss	25	29534	
Cyclobacterium marinum	Raj	25	104	GCA_000222485.1
Shewanella colwelliana	LST-W	25	23	
Pseudovibrio axinellae	Ad2	24	989403	
Aquimarina macrocephali	JAMB N27	24	1443665	
Desulfovibrio ferrireducens	61	23	-1	
Entomoplasma melaleucae	M1	23	-1	GCA_002804105.1
Oenococcus oeni	ATCC 23279	22	1247	GCA_000014385.1
Paenibacillus glacialis	KFC91	22	494026	
Geopsychrobacter electrodiphilus	A1	22	225196	
Psychrobacter cryohalolentis	K5	22	335284	GCA_000013905.1
Paeniglutamicibacter gangotriensis	Lz1y	22	1276920	
Psychrobacter adeliensis	SJ 14	22	219742	
Psychrobacter salsus	DD48	22	219741	
Rhodoglobus aureus	CMS 81y�	22	191497	
Carnobacterium inhibens	K1	20	147709	GCA_000493735.1
Flavobacterium alvei	HR-AY	20	2080416	
Solitalea longa	HR-AV	20	2079460	
Sphingomonas antarctica	200	20	2040274	
Flavobacterium lacicola	IMCC25901	20	2026655	
Pedobacter petrophilus	CCM 8687	20	1908241	
Pedobacter mendelii	CCM 8685	20	1908240	
Pedobacter lithocola	CCM 8691	20	1908239	
Pedobacter jamesrossensis	CCM 8689	20	1908238	
Arcticibacterium luteifluviistationis	SM1504	20	1784714	GCA_003258705.1
Novosphingobium bradum	STM-24	20	1737444	
Flavobacterium brevivitae	TTM-43	20	1655233	
Massilia glaciei	B448-2	20	1524097	
Bizionia arctica	SM1203	20	1495645	
Planktotalea arctica	IMCC9565	20	1481893	
Rhodoferax saidenbachensis	ED16	20	614083	GCA_001955715.1
Flavobacterium qiangtangense	F3	20	1442595	
Methyloglobulus morosus	KoM1	20	1116472	
Granulosicoccus marinus	 IMCC3490	20	1397110	
Polaribacter atrinae	WP25	20	1333662	
Algimonas ampicilliniresistens	14A-2-7	20	1298735	
Kordia antarctica	IMCC3317	20	1218801	GCA_009901525.1
Algimonas porphyrae	0C-2-2	20	1128113	
Lentisphaera marina	IMCC11369	20	1111041	
Chryseobacterium treverense	IMMIB L-1519	20	-1	
Photobacterium aestuarii	YA11	20	1028750	
Paraperlucidibaca baekdonensis	RL-2	20	748120	
Flavobacterium yonginense	HMD1001	20	649100	
Shewanella algicola	ST-6	20	640633	
Vibrio atypicus	HHS02	20	558271	
Bacillus galliciensis	BFLP-1	20	-1	
Sulfitobacter litoralis	Iso 3	20	335975	
Sediminicola luteus	CNI-3	20	319238	
Flavobacterium degerlachei	LMG 21915	20	229203	
Gillisia limnaea	LMG 21470	20	195907	
Planococcus antarcticus	CMS26or	20	161360	GCA_001687565.2
Kocuria polaris	CMS 76or	20	136273	
Acetobacterium tundrae	Z-4493	20	132932	
Acetobacterium paludosum	Z-4092	20	52693	
Acetobacterium bakii	Z-4391	20	52689	
Winogradskyella psychrotolerans	RS-3	18	641526	
Iodobacter arcticus	M4-16	18	590593	
Methylomonas scandinavica	SR5	17	85583	
Flavobacterium faecale	WV33	16	1355330	GCA_003076455.1
Roseibaca ekhonensis	 EL-50	16	254356	
Pseudorhodobacter antarcticus	ZS3-33	15	1077947	
Shewanella electrodiphila	MAR441	15	934143	
Massilia brevitalea	byr23-80	15	442526	
Arsukibacterium ikkense	GCM72	15	336831	
Pedobacter psychrotolerans	V5RD	10	1843235	
Hymenobacter glacieicola	B1909	10	1562124	
Deinococcus saxicola	AA-1444	9	249406	
Mariprofundus aestuarium	CP-5	27,5	1921086	GCA_002795805.1
Glycomyces paridis	CPCC 204357	29	2126555	
Nocardioides intraradicalis	YIM DR1091	29	1817596	
Taibaiella yonginensis	THG-SC4	29	1591118	
Kribbella mirabilis	XMU 706 	29	1562584	
Terrabacter koreensis	THG-e54	29	1357496	
Mucilaginibacter polytrichastri	RG4-7	29	1302689	
Demequina aurantiaca	YM12-102	29	676200	
Demequina oxidasica	YM05-1041	29	676199	
Rhodanobacter umsongensis	�GR24-2	29	633153	
Paraherbaspirillum soli	JS5-2	29	631222	
Chryseobacterium solincola	1YB-R12	29	-1	
Chryseobacterium soli	JS6-6	29	445961	
Polaromonas jejuensis	JS12-13	29	457502	
Comamonas badia	IAM 14839	28,5	265291	
Roseimicrobium gellanilyticum	DC2a-G7	28	748857	
Cellulophaga fucicola	LMG 18536	28	76595	
Cellulophaga baltica	LMG 18535	28	76594	GCA_000468615.2
Biostraticola tofi	BF36	27,5	466109	
Aestuariibius insulae	DBTF-13	27,5	2058287	
Sphingobium algicola	Pch-E	27,5	-1	
Sphingobium paulinellae	Pch-B	27,5	-1	
Desulfosporosinus nitroreducens	59.4B	27,5	2018668	
Psychrosphaera aquimarina	SW33	27,5	2044854	
Klenkia marina	YIM M13156	27,5	1960309	
Flavobacterium tistrianum	GB 56.1	27,5	1685414	
Spirosoma fluviale	MSd3	27,5	1597977	
Sphingomonas flava	THG-MM5	27,5	1594400	
Pseudohalocynthiibacter aestuariivivens	BS-W9	27,5	1591409	
Devosia epidermidihirudinis	E84	27,5	1293439	
Hymenobacter terrae	DG7A	27,5	1441625	
Maribacter pelagius	CBA3204	27,5	1417663	
Aquimarina seongsanensis	CBA3208	27,5	1417659	
Comamonas humi	GAU11	27,5	1457523	
Ferruginibacter profundus	DS48-5-3	27,5	1380048	
Caulobacter profundus	DS48-5-2	27,5	1380046	
Spirosoma radiotolerans	DG5A	27,5	1379870	GCA_000974425.1
Gemmatimonas phototrophica	AP64	27,5	1379270	GCA_000695095.2
Pseudomaricurvus alkylphenolicus	KU41G	27,5	1306991	
Maribacter spongiicola	W15M10	27,5	1206753	
Ferriphaselus amnicola	OYT1	27,5	1188319	GCA_000974685.2
Sphaerochaeta pleomorpha	Grapes	27,5	1131707	GCA_000236685.1
Sphingopyxis italica	SC13E-S71	27,5	1129133	
Chryseobacterium carnipullorum	9_R23581	27,5	1124835	
Gordonia kroppenstedtii	NP8-5	27,5	-1	
Ornithinimicrobium murale	01-Gi-040	27,5	1050153	
Flavobacterium araucananum	LM-19-Fp	27,5	946678	
Pedobacter jeongneungensis	BH45	27,5	947309	
Pedobacter ginsenosidimutans	THG-45	27,5	687842	
Pseudonocardia khuvsgulensis	MN08-A0297	27,5	673562	
Flavisolibacter ginsenosidimutans	Gsoil 636	27,5	661481	GCA_007970805.1
Shimia isoporae	SW6	27,5	647720	
Aquimarina litoralis	CNURIC011	27,5	584605	
Mesonia phycicola	MDSW-25	27,5	579105	
Gangjinia marincola	GJ16	27,5	578463	
Phycisphaera mikurensis	FYK2301M01	27,5	547188	GCA_000284115.1
Thiobacillus thiophilus	D24TN	27,5	543892	
Actinophytocola xinjiangensis	QAIII60	27,5	485602	
Thalassomonas haliotis	A5K-61	27,5	485448	
Thalassomonas actiniarum	A5K-106	27,5	485447	
Paraburkholderia sediminicola	HU2-65W	27,5	458836	
Persicirhabdus sediminis	YM20-087	27,5	454144	
Demequina lutea	SV45	27,5	431489	
Pelagicoccus croceus	N5FB36-5	27,5	431270	
Methylobacterium platani	PMB02	27,5	427683	
Cerasicoccus arenae	YM26-026	27,5	424488	
Yoonia tamlensis	SSW-35	27,5	390270	
Rubritalea marina	�Pol012	27,5	361055	
Lutibacter litoralis	CL-TF09	27,5	321268	
Pseudovibrio ascidiaceicola	F423	27,5	285279	
Sulfitobacter indolifex	HEL-45	27,5	391624	
Quatrionicoccus australiensis	Ben 117	27,5	138118	
Pseudoalteromonas antarctica	NF3	27,5	53247	
Spiroplasma taiwanense	CT-1	27,5	1276220	GCA_000439435.1
Flavobacterium johnsoniae	van Niel MYX 1.1.1	27,5	986	GCA_000016645.1
Endozoicomonas gorgoniicola	PS125	26	1234144	
Endozoicomonas euniceicola	EF212	26	1234143	
Vicingus serpentipes	ANORD5	25	1926625	
Collimonas antrihumi	C3-17	25	1940615	
Flavobacterium fluviatile	TAPY14	25	1862387	
Nakamurella silvestris	 S20-107	25	1645681	
Psychromicrobium silvestre	AM20-18	25	1645614	
Labilithrix luteola	B00002	25	1391654	GCA_001263205.1
Gluconacetobacter takamatsuzukensis	T61213-20-1a	25	1286190	
Gluconacetobacter tumulisoli	T611xx-1-4a	25	1286189	
Gluconacetobacter aggeris	T6203-4-1a	25	1286186	
Gluconacetobacter asukensis	K8617-1-1b	25	1017181	
Gluconacetobacter tumulicola	K5929-2-1b 	25	1017177	
Pararheinheimera tilapiae	Ruye-90	25	875043	
Rhizobium tibeticum	CCBAU 85039	25	501024	
Pectinatus haikarae	VTT E-88329	25	349096	
Pedobacter lusitanus	NL19	24	1503925	
Geobacter psychrophilus	P35	23,5	286698	
Flavobacterium tilapiae	Ruye-71	22,5	875042	
Pseudomonas floridensis	GEV388 	27,5	1958950	
Ancylobacter sonchi	Osot	25,5	1937790	
Pectobacterium peruviense	IFB5232	26,5	2066479	
Pedobacter daejeonensis	THG-DN3.18 	26,5	1537388	
Flavicella marina	2A-7	26,5	1475951	
Agaribacter marinus	88	26,5	1431249	
Flavobacterium cutihirudinis	E89	26,5	1265740	
Sphingomonas kyeonggiensis	 THG-DT81	26,5	1268553	
Tenacibaculum halocynthiae	P-R2A1-2	26,5	1254437	
Thalassococcus lentus	YCS-24	26,5	1210524	
Flavobacterium chilense	LM-09-Fp	26,5	946677	
Hoeflea halophila	JG120-1	26,5	714899	
Streptomyces marinus	Sp080513GE-26	26,5	582854	
Pseudomonas taeanensis	MS-3	26,5	1395571	
Rivibacter subsaxonicus	BF49	26,5	457575	
Methylobacterium iners	5317S-33	26,5	418707	
Nevskia soli	GR15-1	26,5	418856	
Rhodanobacter terrae	GP18-1	26,5	418647	
Telmatospirillum siberiense	 26-4b1	26,5	382514	
Pedobacter aquatilis	AR107	26,5	351343	
Actinocorallia aurantiaca	DSM 43924	26,5	46204	
Thalassotalea atypica	RZG4-3-1	26	2054316	
Lysobacter cavernae	YIM C01544	25	1685901	
Roseiarcus fermentans	Pf56	25	1473586	
Temperatibacter marinus	511	25	1456591	
Amycolatopsis jiguanensis	CFH S01580	24	2656735	
Phaeobacter porticola	P97	24	1844006	GCA_001888185.1
Planctomicrobium piriforme	P3 	24	1576369	
Pedobacter seoulensis	THG-G12	24	1338430	
Luteipulveratus mongoliensis	MN07-A0370	24	571913	GCA_001190945.1
Salinispora arenicola	CNH-643	24	168697	GCA_000018265.1
Flavobacterium aquidurense	WB 1.1-56	23,5	362413	
Streptomyces lunaelactis	MM109	23	1535768	GCA_003054555.1
Pedobacter trunci	THG-DN3.19	23	1537389	
Undibacterium aquatile	THG-DN7.3 	23	1537398	
Actinophytocola oryzae	GMKU 367	23	502181	
Aquimarina longa	SW024	22	1379258	
Salinispora tropica	CNB-440 	21,5	168695	GCA_000016425.1
Tenacibaculum insulae	JDTF-31	19	2029677	
Pedobacter steynii	WB 2.3-45 	26	430522	GCA_001721645.1
Pelagicoccus litoralis	H-MN57	26	415223	
Sanguibacter antarcticus	KOPRI 21702	24,5	372484	
