genus_and_species	taxonomy_id	strain	superkingdom	phylum	class	order	family	genus	assembly_or_accession	Genome_GC	Genome_size	16S_accssion	16S_GC	Tmin	Topt_ave	Topt_low	Topt_high	Tmax	Tmax_Tmin
Marichromatium bheemlicum	365339	JA124	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium		67		AM180952	55,9	20	32,5	30	35	35	15
Shimia marina	321267	CL-TA03	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia		57,2		AY962292	55	15	32,5	30	35	35	20
Maribius salinus	313368	CL-SP27	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Maribius		70		AY906863	55,6	10	32,5	30	35	35	25
Jannaschia seosinensis	313367	CL-SP26	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia		63		AY906862	55,6	5	32,5	30	35	35	30
Teredinibacter turnerae	2426	T7902	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	GCA_000023025.1	50,9	5,2	AY028398	53,4	20	32,5	30	35	35	15
Pseudomonas moraviensis	321662	1B4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas				AY970952	53,7	4	31,5	28	35	35	31
Pseudomonas vranovensis	321661	2B2 	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas				AY970951	54,4	4	31,5	28	35	35	31
Flavobacterium limi	2045105	THG-AG6.4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		30,2		KX263321	50,7	10	30	25	35	35	25
Caulobacter hibisci	2035993	THG-AG3.4	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter		64		KX263320	55,3	15	30	25	35	35	20
Ferrovum myxofaciens	416213	P3G	Bacteria	Proteobacteria	Betaproteobacteria	Ferrovales	Ferrovaceae	Ferrovum		54,9		HM044161	53,5	10	30	25	35	35	25
Methylobacterium tardum	374432	RB677	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		69,5		AB252208	57,4	15	30	25	35	35	20
Paracoccus marinus	288426	KKL-A5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		69		AB185957	56,1	10	30	25	35	35	25
Halomonas muralis	119000	LMG 20969	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		62,4		AJ320530	56,7	10	30	25	35	35	25
Reyranella massiliensis	445220	521	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		Reyranella				EF394922	56,8	18	28,5	22	35	35	17
Halomonas sulfidaeris	115553	Esulfide1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		56		AF212204	56,6	-1	27,5	20	35	35	36
Chelativorans oligotrophicus	449974	LPM-4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Chelativorans		60,8		EF457242	57,2	7	33	32	34	35	28,5
Rugosibacter aromaticivorans	1565605	Ca6	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rugosibacter	GCA_000934545.1	55,1	2,9	NR_156019	56,1	20	32	30	34	35	15
Phytohabitans flavus	1076124	 K09-0627 	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans		71		AB663558	60	20	28	22	34	35	15
Phaeobacter piscinae	1580596	4月27日	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	GCA_002407245.1	60,1	4,1	AJ536669	55,2	10	32	31	33	35	25
Beijerinckia fluminensis	513651	 CD10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia		56,2		EU401907	54,5	10	29,5	26	33	35	25
Desulfatiferula berrensis	1117177	BE2801	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatiferula		50,2		HE613444	52	20	31	30	32	35	15
Skermanella aerolata	393310	5416T-32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella		65		DQ672568	57,9	5	31	30	32	35	30
Mycobacterium haemophilum	29311	ATCC 29548	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	GCA_000340435.3		4,2	X88923	57,8	25	31	30	32	35	10
Sterolibacterium denitrificans	157592	Chol-1S	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sterolibacterium		65,3		AJ306683	56,3	15	31	30	32	35	20
Actinopolyspora saharensis	995062	H32	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora		66,5		HQ918198	60,7	20	30	28	32	35	15
Diaphorobacter oryzae	491745	RF3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter		62,9		EU342381	55	7	30	28	32	35	28
Costertonia aggregata	343403	KOPRI 13342	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Costertonia		35,8		DQ167246	56,8	10	29	26	32	35	25
Myxococcus xanthus	34	FB	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	GCA_000012685.1	68,9	9,1	AB218205	56	25	29	26	32	35	10
Pseudomonas lactis	1615674	WS 4992	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		60		KP756925	53,1	4	29	27	31	35	31
Pseudomonas paralactis	1615673	WS 4672	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		59,7		KP756921	53,2	4	29	27	31	35	31
Methanosphaerula palustris	475088	E1-9c	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula	GCA_000021965.1	55,4	2,9	EU156000	55,4	14	29	28	30	35	21
Trichococcus patagoniensis	382641	PmagG1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus		45,8		AF394926	53,4	-5	29	28	30	35	40
Caenispirillum humi	2696070	MAH-8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Caenispirillum		70,5		KY964275	57,9	20	29	28	30	35	15
Rosenbergiella nectarea	988801	8N4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rosenbergiella		46,8		HQ284827	53	4	29	28	30	35	31
Mucilaginibacter formosus	2666305	MAH-5	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		41,5		KY964283	51,8	15	29	28	30	35	20
Glycomyces buryatensis	2570927	18	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces		68		MK954461	58,4	15	29	28	30	35	20
Amnibacterium endophyticum	2109337	1T4Z-3	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium		71,4		MG065698	57,4	10	29	28	30	35	25
Marmoricola endophyticus	2040280	8BXZ-J1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		68,7		KY921599	57,1	10	29	28	30	35	25
Chryseomicrobium deserti	2038684	THG-T1.18	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium		50,4		KX456188	56,3	20	29	28	30	35	15
Nakamurella intestinalis	2027859	63MJ-1	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella		64,6		KU379671	58	4	29	28	30	35	31
Pedobacter lycopersici	1911527	T16R-88	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		35,6		KU379664	51,5	4	29	28	30	35	31
Rhizobium altiplani	1864509	BR 10423	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		57,6		KX022634	55,4	12	29	28	30	35	23
Rhodococcus sovatensis	1805840	H004	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		65,4		KU189221	58	10	29	28	30	35	25
Gilvimarinus japonicus	1796469	12月2日	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Gilvimarinus		52,3		LC125208	54,4	10	29	28	30	35	25
Stackebrandtia cavernae	1766802	YIM ART06	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Stackebrandtia		71		KT312956	58,2	15	29	28	30	35	20
Psychrobacillus lasiicapitis	1636719	NEAU-3TGS17	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Psychrobacillus		35,8		KP219721	54,4	0	29	28	30	35	35
Marmoricola solisilvae	1542737	KIS18-7	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		68		KM199638	57,3	10	29	28	30	35	25
Marmoricola terrae	1542736	JOS5-1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		62,9		KM199639	58	10	29	28	30	35	25
Granulosicoccus undariae	1524256	W-BA3	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus		56		KJ855315	53,3	4	29	28	30	35	31
Nocardioides daecheongensis	1469601	KIS2-16	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		64,9		KJ135310	57,9	10	29	28	30	35	25
Oryzihumus terrae	1443800	KIS22-12	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus		75		KF749263	56,7	10	29	28	30	35	25
Sphingomonas difficilis	1141888	1PNM-26	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		66,3		JQ608334	55,6	20	29	28	30	35	15
Roseomonas elaeocarpi	907779	PN2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas		70,4		AB594202	59	15	29	28	30	35	20
Flavobacterium ginsengiterrae	871695	DCY55	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		36,1		HM776706	51,1	4	29	28	30	35	31
Reichenbachiella faecimaris	692418	PCP11	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella		40,8		GU143096	51,4	5	29	28	30	35	30
Nevskia terrae	675609	KIS13-15	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Nevskia		67,3		GQ845011	54,9	15	29	28	30	35	20
Solitalea koreensis	543615	R2A36-4	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea		38,1		EU787448	50,8	10	29	28	30	35	25
Rudaea cellulosilytica	540746	KIS3-4	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea		64		EU741687	55,8	5	29	28	30	35	30
Dyella soli	522319	JS12-10	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella		67		EU604272	55	10	29	28	30	35	25
Niabella ginsengisoli	522298	GR10-1	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella		43		EU616816	50,3	5	29	28	30	35	30
Dyella terrae	522259	JS14-6	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella		64		EU604273	55,4	10	29	28	30	35	25
Filimonas lacunae	477680	YT21	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Filimonas	GCA_002355595.1	44	7,8	AB362776	49,4	10	29	28	30	35	25
Chryseobacterium jejuense	445960	 JS17-8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium		41,4		EF591303	50,2	5	29	28	30	35	30
Labrys methylaminiphilus	298598	JLW10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys		65,7		AY766152	56,1	10	29	28	30	35	25
Angulomicrobium tetraedrale	217068	Z‐2821	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Angulomicrobium		64,5		AJ535708	56,2	15	29	28	30	35	20
Acaryochloris marina	155978	MBIC11017	Bacteria	Cyanobacteria		Synechococcales	Acaryochloridaceae	Acaryochloris	GCA_000018105.1	47	8,4	AB058298	54,7	20	29	28	30	35	15
Virgibacillus halotolerans	1071053	WS 4627	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus		39,1		HE577174	54,6	8	28,5	27	30	35	27
Actinokineospora mzabensis	1470177	PAL84	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora				KJ504177	58,4	20	27,5	25	30	35	15
Salaquimonas pukyongi	2712698	RR3-28	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Salaquimonas	GCA_001953055.1	58,6	3,4	MG889584	55,1	20	27,5	25	30	35	15
Siphonobacter intestinalis	2685926	63MJ-2	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Siphonobacter		43,5		KU379672	52,8	4	27,5	25	30	35	31
Brevundimonas humi	2072566	CA-15	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		63,6		KY117472	55,2	15	27,5	25	30	35	20
Paludicola psychrotolerans	2038680	NC1253	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Paludicola		35,4		KY777734	51,2	4	27,5	25	30	35	31
Amylibacter cionae	2035344	 H-12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter		52,7		KX790330	53,1	10	27,5	25	30	35	25
Flavivirga aquimarina	2027862	EC2D5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavivirga		31		KX245374	49,6	10	27,5	25	30	35	25
Mariprofundus ferrinatatus	1921087	CP-8	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	GCA_002795825.1	53,7	2,3	CP018800	52,5	15	27,5	25	30	35	20
Flavobacterium hibisci	1914462	THG-HG1.4T	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		41,2		KX263317	51,5	15	27,5	25	30	35	20
Rhodanobacter humi	1888173	RS22	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter		63,2		KX674374	56,7	15	27,5	25	30	35	20
Flavobacterium eburneum	1842667	SA31	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		33,5		KX158678	50,7	10	27,5	25	30	35	25
Dokdonia lutea	1835608	SFD34	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia		35		KX082701	50,2	15	27,5	25	30	35	20
Kordia zosterae	1834927	 ZO2-23	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia		31,7		KX078451	49,2	10	27,5	25	30	35	25
Hymenobacter rivuli	1815561	TAPP3	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter		62,8		LT223127	55,2	20	27,5	25	30	35	15
Flavivirga eckloniae	1803846	ECD14	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavivirga	GCA_002886045.1	33,9	5,7	KU725769	51,7	10	27,5	25	30	35	25
Mesonia maritimus	1793873	15-S14-6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia		34,4		KU664006	50,9	10	27,5	25	30	35	25
Marinomonas epiphytica	1779332	SAB-3	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas		41		LN999519	52,8	15	27,5	25	30	35	20
Thalassotalea coralli	1776033	Eup a-8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea		41,5		LN997851	52,3	20	27,5	25	30	35	15
Variovorax humicola	1769758	UC38	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		66,2		KT301941	54,8	4	27,5	25	30	35	31
Ferrigenium kumadai	1682490	An22	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Ferrigenium		61,4		LC065124	53,9	12	27,5	25	30	35	23
Thalassobius litorarius	1663020	MME-075	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius		62,1		KP410684	54,3	20	27,5	25	30	35	15
Acidicapsa acidisoli	1615681	SK-11	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidicapsa		56,9		LC027464	55,4	10	27,5	25	30	35	25
Planctobacterium marinum	1631968	K7	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Planctobacterium		46,5		LN830270	53,2	4	27,5	25	30	35	31
Planktosalinus lacus	1526573	X14M-14	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Planktosalinus		36,6		KJ782427	51,2	4	27,5	25	30	35	31
Arthrobacter endophyticus	1522174	EGI 6500322	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter		62		KM114214	56,9	5	27,5	25	30	35	30
Ochrobactrum pituitosum	571256	CCUG 50899	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	GCA_002025625.1		5,5	AM490609	54,5	20	27,5	25	30	35	15
Hymenobacter luteus	1411122	YIM 77921	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter		59,6		AB859261	56,1	5	27,5	25	30	35	30
Hymenobacter latericoloratus	1411121	YIM 77920	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter		59,6		AB859260	56,2	5	27,5	25	30	35	30
Chryseobacterium solani	1393046	THG-EP9	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium		35,3		KF532126	50,6	4	27,5	25	30	35	31
Geodermatophilus poikilotrophus	1333667	G18	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus		74,4		HF970583	59,8	15	27,5	25	30	35	20
Pseudomonas salina	1323744	XCD-X85	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		57,4		KC762324	53,4	4	27,5	25	30	35	31
Taibaiella koreensis	1268548	THG-DT86	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Taibaiella		50,1		KC252613	50,7	10	27,5	25	30	35	25
Microbacterium jejuense	1263637	THG-C31	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		75,6		JX997974	56,3	12	27,5	25	30	35	23
Microbacterium kyungheense	1263636	THG-C26	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		72,6		JX997973	56,2	12	27,5	25	30	35	23
Cellvibrio zantedeschiae	1237077	TPY-10	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio		49,8		HE997062	54,3	15	27,5	25	30	35	20
Flavobacterium arsenitoxidans	1211118	S2-3H	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		37		JX001187	51	10	27,5	25	30	35	25
Pedobacter oryzae	1122943	N7	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		37,7		EU109726	50,3	15	27,5	25	30	35	20
Chryseobacterium gwangjuense	1069980	THG-A18	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium		36,4		JN196134	50,4	4	27,5	25	30	35	31
Maricurvus nonylphenolicus	1008307	KU41E	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Maricurvus		48,6		AB626730	53,2	20	27,5	25	30	35	15
Winogradskyella damuponensis	943939	F081-2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella		32,3		HQ336488	49,2	4	27,5	25	30	35	31
Flavobacterium ginsengisoli	871694	DCY54	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		33,3		HM776705	51,8	4	27,5	25	30	35	31
Mucilaginibacter angelicae	869718	GG-w14	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		42,5		HM627214	51,6	4	27,5	25	30	35	31
Litorimicrobium taeanense	657014	G4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litorimicrobium		62,4		GQ232737	54,2	15	27,5	25	30	35	20
Halomonas cibimaris	657012	10-C-3	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		63,2		GQ232738	56,9	15	27,5	25	30	35	20
Sphingobacterium cladoniae	634159	No.6	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium		36,8		FJ868219	52,1	15	27,5	25	30	35	20
Gemmobacter caeni	589035	DCA-1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter		62,5		FJ386516	55,6	17	27,5	25	30	35	18
Sphingomonas hunanensis	587738	JSM 083058	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		65,5		FJ527417	54,3	5	27,5	25	30	35	30
Tenacibaculum jejuense	584609	CNURIC013	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	GCA_900198195.1	30,3	4,6	FJ490366	49,4	15	27,5	25	30	35	20
Rothia marina	578216	JSM078151	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia		55,2		FJ425908	56,1	5	27,5	25	30	35	30
Marinobacter zhanjiangensis	578215	 JSM 078120	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter		60,6		FJ425903	55,4	4	27,5	25	30	35	31
Herbaspirillum aquaticum	568783	IEH 4430	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum		62,1		FJ267649	53,3	10	27,5	25	30	35	25
Hwanghaeicola aestuarii	568105	Y26	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Hwanghaeicola		61		FJ230842	55,9	15	27,5	25	30	35	20
Sphingomonas jinjuensis	535907	YC6723	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		61		EU707561	54,5	20	27,5	25	30	35	15
Halopeptonella vilamensis	531306	SV525	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halopeptonella		60,4		EU557314	57,8	10	27,5	25	30	35	25
Bifidobacterium mongoliense	518643	YIT 10443	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		61,1		AB433856	58	15	27,5	25	30	35	20
Pigmentiphaga litoralis	516702	JSM 061001	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga		65,5		EU583723	55,2	4	27,5	25	30	35	31
Arthrobacter halodurans	516699	JSM 078085	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter		63,3		EU583729	59	4	27,5	25	30	35	31
Muriicola jejuensis	504488	 EM44	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muriicola		47,9		EU443206	53,8	15	27,5	25	30	35	20
Jejuia pallidilutea	504487	EM39	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Jejuia		34,6		EU443204	51,4	15	27,5	25	30	35	20
Cellulophaga tyrosinoxydans	504486	EM41	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga		33,5		EU443205	51,8	15	27,5	25	30	35	20
Sphingobacterium anhuiense	493780	CW 186	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium		36,3		EU364817	50,5	4	27,5	25	30	35	31
Halomonas sediminis	470784	YIM-C248	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		58,6		EU135707	57,1	4	27,5	25	30	35	31
