Species	Strain	NCTC_number	Type_Strain	Cond_solid	Cond_liquid
Klebsiella pneumoniae		NCTC 13438	No	Nutrient agar, 24 hours, 37°C, aerobic	
Klebsiella pneumoniae		NCTC 13439	No	Nutrient agar, 24 hours, 37°C, aerobic	
Klebsiella pneumoniae		NCTC 13440	No	Nutrient agar, 24 hours, 37°C, aerobic	
Escherichia coli	EO 499	NCTC 13441	No	Nutrient agar, 37C, O2, 24 hours	
Klebsiella pneumoniae		NCTC 13442	No	Nutrient agar, 24 hours, 37°C, aerobic	
Klebsiella pneumoniae		NCTC 13443	No	Nutrient agar, 24 hours, 37°C, aerobic	
Escherichia coli		NCTC 13450	No	Nutrient agar, 24 hours, 37°C, aerobic	
Escherichia coli		NCTC 13451	No	Nutrient agar, 24 hours, 37°C, aerobic	
Escherichia coli		NCTC 13452	No	Nutrient agar, 24 hours, 37°C, aerobic	
Chryseobacterium hominis	NF802	NCTC 13453	No	Nutrient agar, 37C, O2, 24 hours	
Chryseobacterium joostei	Ix 5a	NCTC 13454	Yes	Nutrient Agar, 30C, O2, 24 hours	
Sphingobacterium daejeonense		NCTC 13455	No		
Wautersiella falsenii		NCTC 13456	No		
Wautersiella genomovar 2		NCTC 13457	No		
Chryseobacterium shigense		NCTC 13458	No		
Chryseobacterium jeonii		NCTC 13459	Yes		
Flavobacterium granuli		NCTC 13460	No		
Escherichia coli		NCTC 13461	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Escherichia coli		NCTC 13462	No	Nutrient agar, 24 hours, 37°C, aerobic	
Escherichia coli		NCTC 13463	No	Nutrient agar, 24 hours, 37°C, aerobic	
Enterobacter cloacae		NCTC 13464	No	Nutrient agar, 24 hours, 37°C, aerobic	
Klebsiella pneumoniae		NCTC 13465	No	Nutrient agar, 24 hours, 37°C, aerobic	
Chryseobacterium haifense		NCTC 13466	No		
Empedobacter brevis		NCTC 13469	No		
Chryseobacterium gleum		NCTC 13470	No		
Bisgaardia		NCTC 13474	No		
Bisgaardia hudsonensis		NCTC 13475	Yes		
Escherichia coli		NCTC 13476	No	Nutrient agar, 24 hours, 37°C, aerobic	
Neisseria gonorrhoeae		NCTC 13477	No	Chocolate blood agar, 37°C, CO2, 48hrs	
Neisseria gonorrhoeae		NCTC 13478	No	Chocolate blood agar, 37°C, CO2, 48hrs	
Neisseria gonorrhoeae		NCTC 13479	No	Chocolate blood agar, 37°C, CO2, 48hrs	
Neisseria gonorrhoeae		NCTC 13480	No	Chocolate blood agar, 37°C, CO2, 48hrs	
Neisseria gonorrhoeae		NCTC 13481	No	Chocolate blood agar, 37°C, CO2, 48hrs	
Neisseria gonorrhoeae		NCTC 13482	No	Chocolate blood agar, 24 hours, 37°C, requires carbon dioxide	
Neisseria gonorrhoeae		NCTC 13483	No	Chocolate blood agar, 24 hours, 37°C, requires carbon dioxide	
Neisseria gonorrhoeae	WHO P	NCTC 13484	No	Chocolate blood agar, 24-48 hours, 37°C, requires carbon dioxide	
Acinetobacter baumannii	6014059	NCTC 13485	No	Nutrient agar, 37°C, Aerobic, 1 day	
Acinetobacter baumannii	6013150	NCTC 13486	No	Blood agar 37°C, aerobic, 1 day	
Acinetobacter baumannii		NCTC 13487	No		
Chryseobacterium aquifrigidense		NCTC 13488	No		
Chryseobacterium antarcticum		NCTC 13489	Yes		
Planobacterium taklimakanense		NCTC 13490	Yes	Columbia blood agar, 48 hours, 30°C, aerobic	
Chryseobacterium bovis		NCTC 13491	No		
Chryseobacterium jejuense		NCTC 13492	No		
Chryseobacterium oranimense		NCTC 13493	No		
Flavobacterium filum		NCTC 13494	No		
Chryseobacterium pallidum	26-3St2b	NCTC 13496	Yes	Trypticase soy agar at 25C	
Chryseobacterium ureilyticum		NCTC 13497	No		
Cloacibacterium normanense		NCTC 13498	No		
Flavobacterium lindanitolerans		NCTC 13499	No		
Clostridium ruminantium (LA 1)		NCTC 13501	No		
Clostridium butyricum		NCTC 13502	No		
Francisella cantonensis		NCTC 13503	No		
Hydrotalea sp.		NCTC 13505	No		
Mycobacterium avium subsp avium		NCTC 13506	No		
Sphingobacterium composti		NCTC 13507	No		
Flavobacterium hydatis		NCTC 13508	No		
Flavobacterium resistens		NCTC 13509	No		
Mycoplasma sp.	MELSA2	NCTC 13510	No		
Mycoplasma zalophipulmonis sp.	CSL7491-lung	NCTC 13511	No		
Flavobacterium hibernum	ACAM 376	NCTC 13514	Yes	Columbia blood agar, 24 hours, 30°C, aerobic	
Sphingobacterium composti		NCTC 13515	No		
Cellulosimicrobium funkei		NCTC 13516	Yes	28°C - 30°C, Nutrient Agar, 48 / 72 Hours, O2	
Cellulosimicrobium cellulans		NCTC 13518	Yes		
Achromobacter spanios		NCTC 13519	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Achromobacter insolitus		NCTC 13520	Yes	Nutrient agar, 24-48 hours, 37°C, aerobic	
Achromobacter ruhlandii		NCTC 13521	No		
Sphingobacterium daejonense		NCTC 13522	No		
Chryseobacterium ureilyticum		NCTC 13524	No	37°C Nutrient Agar, 24 hours O2	
Kaistella carnis	CL88/78; Hayes B19/1	NCTC 13525	Yes	Nutrient agar, 24-48 hours, 30°C, aerobic	
Sphingobacterium lactis		NCTC 13526			
Chryseobacterium taklimakanense		NCTC 13527	No		
Chryseobacterium anthropi	CL311/80 A16/80	NCTC 13528	No		
Chryseobacterium nakagawai		NCTC 13529	Yes		
Flavobacterium lindanitolerans	CL 636/74	NCTC 13531	No		
Chryseobacterium indoltheticum		NCTC 13532	No	Nutrient agar, 24 hours, 26°C, aerobic	
Chryseobacterium shigense		NCTC 13533	No	Nutrient agar, 24 hours, 26°C, aerobic	
Sphingobacterium daejonense		NCTC 13534	No	Nutrient agar, 24 hours, 37°C, aerobic	
Cellulosimicrobium funkei		NCTC 13535	No	37°C Nutrient Agar, Aeobic, 24 hours	
Haemophilus sputorum	CCUG 13788	NCTC 13537	Yes	Chocolate agar 35°C, anaerobic, 1 day	
Achromobacter denitrificans	B425	NCTC 13541	No	Nutrient / Columbia blood agar, 48 hours, 28°C, aerobic	
Alcaligenes faecalis subsp faecalis	Skerman 318	NCTC 13542	No	Nutrient / Columbia blood agar, 48 hours, 28°C, aerobic	
Rhizobium radiobacter		NCTC 13543	No	Nutrient / Columbia blood agar, 24 hours, 28°C, aerobic	
Achromobacter piechaudii	CL 213/84	NCTC 13544	NO	Nutrient agar 26°C, aerobic, 1 day	
Alcaligenes faecalis subsp faecalis	NE-2	NCTC 13545	No	Nutrient agar, 48 hours, 25°C, aerobic	
Shewanella putrefaciens	DB 582, CL 126/77	NCTC 13546	NO	Nutrient agar 25°C, aerobic, 1 day	
Shewanella putrefaciens	EBF44/148, CL 82/76	NCTC 13547	NO	Nutrient agar 20°C, aerobic, 1 day	
Shewanella putrefaciens	Hammer 184, CL 81/76	NCTC 13548	NO	Blood agar / Nutrient agar 25°C, aerobic, 1 day	
Shewanella putrefaciens	Hammer 180, CL 80/76	NCTC 13549	NO	Nutrient agar 25°C, aerobic, 1 day	
Chryseobacterium bruuniae	CDC G207	NCTC 13551	NO	Nutrient agar 37°C, aerobic, 1 day	
Staphylococcus aureus		NCTC 13552	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Cedecea neteri		NCTC 13558	No	Columbia Blood agar, 37C, O2, 24 hours	
Cedecea species	CDC 3699-73	NCTC 13559	No	Nutrient agar, 24 hours, 37°C, aerobic	
Chryseobacterium indoltheticum	F37, CL 252/80	NCTC 13560	No	Nutrient agar 30°C, aerobic, 1 day	
Edwardsiella tarda	6-2	NCTC 13561	No	Nutrient agar, 24 hours, 37°C, aerobic	
Escherichia coli		NCTC 13562	No	Nutrient agar, 37°C, Aerobic, 1 day	
Microbacterium oxydans	Strain X98	NCTC 13564	YES	Blood agar / Nutrient agar 28°C, aerobic, 1 day	
Clostridium difficile		NCTC 13565	No	Reinforced Clostridial Medium (Oxoid CM149), or FAA, Anaerobic, 37°C, 48 - 72 hours	
Clostridium difficile		NCTC 13566	No	Fastidious Anaerobe Agar, Anaerobic, 37°C, 48 - 72 hours	
Clostridium difficile		NCTC 13567	No	Fastidious Anaerobe Agar, Anaerobic, 37°C, 48 - 72 hours	
Clostridium difficile		NCTC 13568	No	Fastidious Anaerobe Agar, Anaerobic, 37°C, 48 - 72 hours	
Clostridium difficile		NCTC 13569	No	Fastidious Anaerobe Agar, Anaerobic, 37°C, 48 - 72 hours	
Clostridium difficile	2149	NCTC 13571	NO	Fastidious anaerobe agar 28°C, anaerobic, 2 days	
Clostridium difficile		NCTC 13572	No	Fastidious Anaerobe Agar, Anaerobe, 37C, 48-72 hours	
Clostridium difficile		NCTC 13573	No	Fastidioys Anaerobe Agar, Anaerobic, 37C, 48 hours	
Clostridium difficile		NCTC 13574	No	Fastidious Anaerobe Agar, Anaerobe, 37C, 48 hours	
Staphylococcus aureus		NCTC 13577	No	Blood agar 37°C, aerobic, 1 day	
Fusobacterium varium	ATCC 27725	NCTC 13578	NO	Fastidious anaerobe agar 37°C, anaerobic, 1 day	
Neisseria weaveri	Danderyd 6209	NCTC 13585	No	Chocolate blood agar, 24 hours, 37°C, requires carbon dioxide	
Staphylococcus aureus		NCTC 13616	No	Nutrient agar, 24 hours, 37°C, aerobic	
Nocardia kroppenstedtii		NCTC 13617	yes	Nutrient agar 30°C, aerobic, 2 days	
Pseudomonas aeruginosa	Isolate AS3	NCTC 13618	No	Nutrient agar, 24 hours, 37°C, aerobic	
Pseudomonas aeruginosa	Isolate D3	NCTC 13619	No	Nutrient agar, 24 hours, 37°C, aerobic	
Pseudomonas aeruginosa	Isolate C17	NCTC 13620	No	Nutrient agar, 24 hours, 37°C, aerobic	
Pseudomonas aeruginosa	Isolate D22	NCTC 13621	No	Nutrient agar, 24 hours, 37°C, aerobic	
Providencia rettgeri	bMx#1103204	NCTC 13623	No	Nutrient agar, 24 hours, 37°C, aerobic	
Escherichia coli	bMx# 1109131	NCTC 13624	No	Nutrient agar, 24 hours, 37°C, aerobic	
Klebsiella pneumoniae subsp pneumoniae	bMx# 1103199	NCTC 13625	No	Nutrient agar, 24 hours, 37°C, aerobic	
Staphylococcus aureus	MRSA TW20; O582	NCTC 13626	No	Columbia blood agar, 24 hours, 37°C, aerobic	
Listeria monocytogenes	DSM 19094	NCTC 13627	NO	Blood agar, 37°C, Aerobic, 1 day	
Pseudomonas aeruginosa	R. Hugh 813	NCTC 13628	No	Nutrient agar, 24 hours, 37°C, aerobic	
Yersinia enterocolitica subsp. enterocolitica	CNY 134	NCTC 13629	No	Nutrient agar, 24 hours, 37°C, aerobic	
Citrobacter braakii	M8B, M8BK	NCTC 13630	No	Nutrient agar, 24 hours, 37°C, aerobic	
Enterococcus faecalis	1528	NCTC 13632	No	Blood agar, 37°C, Aerobic, 1 day	
Enterococcus faecium		NCTC 13633	No	Blood agar, 37°C, Aerobic, 1 day	
Staphylococcus saprophyticus sub sp. saprophyticus	S-41	NCTC 13634	YES	Columbia blood agar, 24 hours, 37°C, aerobic	
Klebsiella pneumoniae	CIP 104216, NCIB 10341	NCTC 13635	No	Nutrient agar, 24 hours, 37°C, aerobic	
Bacillus cereus	Logan B0550	NCTC 13637	NO	Nutrient agar, 24 hours, 30°C, aerobic	
Campylobacter coli	Penner 76-GA2	NCTC 13638	NO	Columbia blood agar, 48 hours, 37°C, microaerophilic	Nutrient broth 37°C, microaerophilic, 2 day
Citrobacter freundii	LRA 117.03.76	NCTC 13639	No	Nutrient agar, 24 hours, 37°C, aerobic	
Enterococcus faecium	LMG 11397	NCTC 13640	NO	Blood agar 37°C, microaerophilic, 1 day	
Lactobacillus casei	Orla-Jensen 7	NCTC 13641	Yes	MRS agar, 30°C, Aerobic, 2 day	
Lactobacillus gasseri	LMG 13047	NCTC 13643	No	MRS agar 30°C, anaerobic, 2 day	
Lactobacillus plantarum subsp. Plantarum	LMG 6907	NCTC 13644	Yes	MRS agar 30°C, aerobic, 2 day	
Weissella viridescens	LMG 3507	NCTC 13645	Yes	MRS agar 30°C, aerobic, 2 day	
Pseudomonas aeruginosa	LMG 10639	NCTC 13646	No	Nutrient agar, 24 hours, 28/37°C, aerobic	
Vibrio vulnificus	324 (Baumann)	NCTC 13647	Yes	Columbia blood agar, 24 hours, 37°C, aerobic	
Propionibacterium microaerophilum	M5	NCTC 13649	YES	Blood agar 37°C, anaerobic, 2 days	
Propionibacterium australiense		NCTC 13651	YES	Blood agar 37°C, anaerobic, 2 days	
Propionibacterium jensenii		NCTC 13652	YES	Blood agar 37°C, anaerobic, 2 days	
Propionibacterium freudenreichii subsp. Shermanii		NCTC 13653	YES	Columbia blood agar, 48 hours, 37°C, anaerobic	
Propionibacterium acidifaciens	CCUG 57100	NCTC 13654	Yes	Blood agar, 37°C, Anaerobic, 2-5 days	
Propionibacterium acnes subsp. elongatum	K124	NCTC 13655	Yes	Columbia blood agar, 48 hours, 37°C, anaerobic	
Staphylococcus aureus	RH 12000070	NCTC 13656	No	Blood agar 37°C, aerobic, 1 day	
Porphyromonas lovenana	MRK 101	NCTC 13658	Yes		
Streptobacillus hongkongensis	HKU33	NCTC 13659	YES		
Anaerospora hongkongensis	HKU15	NCTC 13662	Yes		
Salmonella enterica subsp. enterica serotype Enteritidis	S ref 9574/07	NCTC 13665	No	Nutrient agar, 37°C, O2, 1 day	
Bordetella pertussis	UK36	NCTC 13667	NO	CBAR + blood concentration (10%) (Columbia Bartenella), 48-72 hours, 37°C, aerobic	
Bordetella pertussis	UK38	NCTC 13668	NO	CBAR + blood concentration (10%) (Columbia Bartenella), 48-72 hours, 37°C, aerobic	
Klebsiella pneumoniae	56289(4)	NCTC 13669	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	B 37 Quigg	NCTC 13671	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E 4006	NCTC 13672	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E4446, Thomas	NCTC 13673	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	Beattie's Strain	NCTC 13674	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E 2748 Forester	NCTC 13675	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	F221	NCTC 13676	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	56289 (2)	NCTC 13677	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	49484	NCTC 13678	No	Nutrient agar, 37°C, Aerobic, 1 day	
Klebsiella pneumoniae	49483	NCTC 13679	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	MGH 4732	NCTC 13680	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E 2734	NCTC 13681	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	MGH B 40 - 3880	NCTC 13682	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	MGH 4850	NCTC 13683	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	MGH4850	NCTC 13684	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E 4563	NCTC 13685	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E 4563	NCTC 13686	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E 4563	NCTC 13687	No	Nutrient Agar, 37C, O2, 24 hours	
Klebsiella pneumoniae	E 4103	NCTC 13688	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E 4103	NCTC 13689	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	M. C. H. Case	NCTC 13690	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	E 2143	NCTC 13691	No	Nutrient agar, 37°C, Aerobic, 1 day	
Klebsiella pneumoniae	46416	NCTC 13692	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	Mucous capsulatus	NCTC 13693	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	Mucous capsulatus	NCTC 13694	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	47941	NCTC 13695	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	Type A	NCTC 13696	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	Type A	NCTC 13697	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	MGH A40 - 227	NCTC 13698	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	A 721	NCTC 13699	No	Nutrient agar, 37°C, Aerobic, 1 day	
Klebsiella pneumoniae	53376 - 3	NCTC 13700	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Klebsiella pneumoniae	56289 (3)	NCTC 13701	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Gordonia hongkongensis	HKU46	NCTC 13703	NO	Blood Agar, Aerobic (Enhanced CO2), 37?C, 5 Days	
Enterococcus faecalis	CN 478	NCTC 13705	NO	Columbia blood agar, 24-48 hours, 37°C, aerobic	
Bacteroides thetaiotaomicron	148	NCTC 13706	NO	Fastidious anaerobe agar, 24-48 hours, 37°C, anaerobic	
Legionella sp.	86/53784	NCTC 13707	No	Buffered Charcoal Yeast Extract agar, 37C, CO2, 4 Days	
Citrobacter youngae	CIP 55.18	NCTC 13708	NO	Nutrient agar, 24-48 hours, 37°C, aerobic	
Citrobacter youngae	CDC 460-61	NCTC 13709	YES	Nutrient agar, 24-48 hours, 37°C, aerobic	
Lactobacillus rhamonosus	ATCC 7469	NCTC 13710	NO	MRS, 48-72 hours, 37°C, requires carbon dioxide	
Staphylococcus argenteus	MSHR1132	NCTC 13711	Yes	Nutrient agar, 24-48 hours, 37°C, aerobic	
Staphylococcus schweitzeri	FSA084	NCTC 13712	Yes	Nutrient agar, 24-48 hours, 37°C, aerobic	
Pseudomonas aeruginosa	M1405, M1405-con	NCTC 13713	No	Nutrient Agar, 37C, O2, 24 hours	
Pseudomonas aeruginosa		NCTC 13714	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Pseudomonas aeruginosa		NCTC 13715	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Pseudomonas aeruginosa		NCTC 13716	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Pseudomonas aeruginosa	NCTC 13717	NCTC 13717	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Pseudomonas aeruginosa		NCTC 13718	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Pseudomonas aeruginosa		NCTC 13719	No	Nutrient agar, 24-48 hours, 37°C, aerobic	
Lactobacillus acidophilus	48101	NCTC 13720	No	MRS, 48 hours, 37°C, anaerobic	
Lactobacillus acidophilus	61701	NCTC 13721	No	MRS, 48 hours, 37°C, anaerobic	
Lactobacillus gasseri	63 AM	NCTC 13722	Yes	Blood agar, 24-48 hours, 37°C, aerobic	
Listeria marthii	FSL S4-120	NCTC 13723	Yes		
Cedecea davisae	005	NCTC 13724	Yes	Nutrient agar, 24-48 hours, 30°C, aerobic	
Corynebacterium amycolatum	S160	NCTC 13725	Yes	blood agar,37, facultative anaerobe	nutrient broth,37, facultative anaerobe
Fusobacterium necrophorum subsp. necrophorum	Fievez 2358, VPI 2891	NCTC 13726	Yes	Blood agar, 48-72 hours, 37°C, anaerobic	
Klebsiella oxytoca	479-2	NCTC 13727	Yes	Nutrient agar, 24-48 hours, 37°C, aerobic	
Lactobacillus brevis	Bb14	NCTC 13728	Yes	MRS, 48 hours, 37°C, requires carbon dioxide	
Mycobacterium celatum	CDC 90-0899	NCTC 13729	Yes		
Fusobacterium necrophorum subsp. funduliforme	Fn524, VPI 6161	NCTC 13730	Yes	Fastidious anaerobe agar, 48 hours, 37°C, anaerobic	
Streptococcus dysgalactiae subsp. dysgalactiae	0134	NCTC 13731	Yes	Blood agar, 48 hours, 37°C, microaerophilic	
Streptococcus vestibularis	MM1	NCTC 13732	Yes	Columbia blood agar, 24-48 hours, 37°C, aerobic	
Escherichia coli		NCTC 13733	No	Nutrient agar, 37C, O2, 24 hours	
Streptococcus pneumoniae		NCTC 13734	No	Columbia blood agar, 24-48 hours, 37°C, aerobic, requires carbon dioxide	
Streptococcus pneumoniae		NCTC 13735	No	Blood agar, 24 hours, 37°C, aerobic, requires carbon dioxide	
Streptococcus pyogenes	NCTC 13736	NCTC 13736	No	Blood agar, 24-48 hours, 37°C, aerobic	
Streptococcus pyogenes	NCTC 13737	NCTC 13737	No	Blood agar, 24-48 hours, 37°C, aerobic	
Streptococcus pyogenes	NCTC 13738	NCTC 13738	No	Blood agar, 24-48 hours, 37°C, aerobic	
Streptococcus pyogenes	NCTC 13739	NCTC 13739	No	Blood agar, 24-48 hours, 37oC, aerobic	
Streptococcus pyogenes	NCTC 13740	NCTC 13740	No	Blood agar, 24-48 hours, 37°C, aerobic	
Streptococcus pyogenes		NCTC 13741	No	Blood agar, 24-48 hours, 37°C, aerobic	
Streptococcus pyogenes	NCTC13742	NCTC 13742	No	Blood agar, 24-48 hours, 37°C, aerobic	
Streptococcus pyogenes	NCTC 13743	NCTC 13743	No	Blood agar, 24 hours, 37°C, aerobic	
Streptococcus pyogenes	NCTC 13744	NCTC 13744	No	Blood agar, 24 hours, 37°C, aerobic	
Streptococcus pyogenes	NCTC 13745	NCTC 13745	No	Blood agar, 24-48 hours, 37°C, aerobic	
Clostridium difficile	10W402128	NCTC 13746	No	Blood agar, 48 hours, 37°C, anaerobic	
Clostridium difficile	15A360835	NCTC 13747	No	Blood agar, 48 hours, 37°C, anaerobic	
Clostridium difficile	15A380039	NCTC 13748	No	Blood agar, 48 hours, 37°C, anaerobic	
Clostridium difficile	15A032546	NCTC 13749	No	Blood agar, 48 hours, 37°C, anaerobic	
Clostridium difficile	15A337047	NCTC 13750	No	Blood agar, 48 hours, 37°C, anaerobic	
Streptococcus pyogenes	NCTC 13751	NCTC 13751	No	Blood agar, 24-48 hours, 37°C, aerobic	
Streptococcus pneumoniae		NCTC 13752	No	Columbia Blood Agar, 37°C, Aerobic (enhanced CO2), 1day	
Streptococcus pneumoniae	NCTC 13753	NCTC 13753	No	Blood agar, 24 hours, 37oC, aerobic, requires carbon dioxide	
Streptococcus pneumoniae	NCTC 13754	NCTC 13754	No	Blood agar, 24 hours, 37°C, aerobic, requires carbon dioxide	
Streptococcus pneumoniae		NCTC 13755	No	Columbia blood agar, 24-48 hours, 37°C, aerobic, requires carbon dioxide	
Serratia liquefaciens		NCTC 13756	Yes	Nutrient agar, 24-48 hours, 30°C, aerobic	
Staphylococcus aureus		NCTC 13758	No	Blood agar, 24 hours, 37°C, aerobic	
Streptococcus dysgalactiae		NCTC 13759	Yes	Blood agar, 24 hours, 37?C, aerobic, requires carbon dioxide	
Streptococcus infantarius	HDP 90056	NCTC 13760	Yes	Nutrient Agar, O2, 30C, 24 hours	
Geobacillus stearothermophilus		NCTC 13761	No	nutrient agar,60, facultative anaerobe	
Streptococcus dysgalactiae subsp. equisimilis		NCTC 13762	Yes	Blood agar, 24 hours, 37°C, aerobic, requires carbon dioxide	
Enterococcus faecalis		NCTC 13763	No	Blood agar, 24 hours, 37°C, aerobic	
Lactobacillus rhamonosus		NCTC 13764	Yes	MRS, 48 hours, 37°C, aerobic, requires carbon dioxide	
Streptococcus massilliensis	4401825	NCTC 13765	Yes	Blood agar, 96 hours, 37°C aerobic, requires carbon dioxide	
Streptococcus urinalis	2285-97	NCTC 13766	Yes	Blood agar, 48 hours, 37°C, aerobic, requires carbon dioxide	
Streptococcus gallolyticus subsp. macedonicus	ACA-DC-206	NCTC 13767	Yes	Blood agar, 24 hours, 37°C, aerobic, requires carbon dioxide	
Lactobacillus brevis		NCTC 13768	Yes	MRS, 48 hours, 37?C, aerobic, requires carbon dioxide	
Yersinia enterocolitica subsp. palearctica	Y11	NCTC 13769	Yes	Nutrient agar, 24-48 hours, 30°C, aerobic	
Weissella viridescens		NCTC 13770	Yes	MRS, 24-48 hours, 30°C, aerobic	
Streptococcus infantis	0-122	NCTC 13771	Yes	Blood agar, 24 hours, 37°C, aerobic, requires carbon dioxide	
Carnobacterium divergens		NCTC 13772	Yes	MRS, 48 hours, 30°C, Aerobic	
Streptococcus gallolyticus		NCTC 13773	Yes	Blood agar, 48 hours, 37oC, aerobic, requires carbon dioxide	
Streptococcus lutetiensis		NCTC 13774	Yes	Blood agar, 24 hours, 37°C, aerobic, requires carbon dioxide	
Klebsiella oxytoca		NCTC 13775	No	Nutrient agar, 24 hours, 37oC, aerobic	
Bacillus cereus	M3465636	NCTC 13776	No	Nutrient agar, 24 hours, 30°C, aerobic	
